query_id,user_id,benchmark_tier,query_type,seed_rank,seed_event_id,relation,expanded_event_id,is_first_discovery,expansion_rank,is_high_memory_load
tokyo_132723_relational_between,132723,stress_test,relational_between,5,2018_2219871__event_001,NEXT,2018_2219871__event_002,True,11,True
tokyo_134307_relational_between,134307,stress_test,relational_between,1,2018_2242051__event_002,SELF,2018_2242051__event_002,True,1,False
tokyo_134307_relational_between,134307,stress_test,relational_between,1,2018_2242051__event_002,PREVIOUS,2018_2242051__event_001,True,2,False
tokyo_134307_relational_between,134307,stress_test,relational_between,1,2018_2242051__event_002,NEXT,2018_2242051__event_003,True,3,False
tokyo_134307_relational_between,134307,stress_test,relational_between,2,2018_2242058__event_001,SELF,2018_2242058__event_001,True,4,False
tokyo_134307_relational_between,134307,stress_test,relational_between,2,2018_2242058__event_001,NEXT,2018_2242058__event_002,True,5,False
tokyo_134307_relational_between,134307,stress_test,relational_between,3,2018_2242042__event_001,SELF,2018_2242042__event_001,True,6,False
tokyo_134307_relational_between,134307,stress_test,relational_between,3,2018_2242042__event_001,NEXT,2018_2242042__event_002,True,7,False
tokyo_134307_relational_between,134307,stress_test,relational_between,4,2018_2242049__event_001,SELF,2018_2242049__event_001,True,8,False
tokyo_134307_relational_between,134307,stress_test,relational_between,4,2018_2242049__event_001,NEXT,2018_2242049__event_002,True,9,False
tokyo_134307_relational_between,134307,stress_test,relational_between,5,2018_2242042__event_002,SELF,2018_2242042__event_002,False,,False
tokyo_134307_relational_between,134307,stress_test,relational_between,5,2018_2242042__event_002,PREVIOUS,2018_2242042__event_001,False,,False
tokyo_135393_relational_between,135393,stress_test,relational_between,1,2018_2257318__event_003,SELF,2018_2257318__event_003,True,1,False
tokyo_135393_relational_between,135393,stress_test,relational_between,1,2018_2257318__event_003,PREVIOUS,2018_2257318__event_002,True,2,False
tokyo_135393_relational_between,135393,stress_test,relational_between,1,2018_2257318__event_003,NEXT,2018_2257318__event_004,True,3,False
tokyo_135393_relational_between,135393,stress_test,relational_between,2,2018_2257299__event_001,SELF,2018_2257299__event_001,True,4,False
tokyo_135393_relational_between,135393,stress_test,relational_between,2,2018_2257299__event_001,NEXT,2018_2257299__event_002,True,5,False
tokyo_135393_relational_between,135393,stress_test,relational_between,3,2018_2257283__event_004,SELF,2018_2257283__event_004,True,6,False
tokyo_135393_relational_between,135393,stress_test,relational_between,3,2018_2257283__event_004,PREVIOUS,2018_2257283__event_003,True,7,False
tokyo_135393_relational_between,135393,stress_test,relational_between,4,2018_2257269__event_002,SELF,2018_2257269__event_002,True,8,False
tokyo_135393_relational_between,135393,stress_test,relational_between,4,2018_2257269__event_002,PREVIOUS,2018_2257269__event_001,True,9,False
tokyo_135393_relational_between,135393,stress_test,relational_between,5,2018_2257267__event_001,SELF,2018_2257267__event_001,True,10,False
tokyo_135393_relational_between,135393,stress_test,relational_between,5,2018_2257267__event_001,NEXT,2018_2257267__event_002,True,11,False
tokyo_138301_relational_between,138301,stress_test,relational_between,1,2018_2294113__event_002,SELF,2018_2294113__event_002,True,1,False
tokyo_138301_relational_between,138301,stress_test,relational_between,1,2018_2294113__event_002,PREVIOUS,2018_2294113__event_001,True,2,False
tokyo_138301_relational_between,138301,stress_test,relational_between,1,2018_2294113__event_002,NEXT,2018_2294113__event_003,True,3,False
tokyo_138301_relational_between,138301,stress_test,relational_between,2,2018_2294109__event_002,SELF,2018_2294109__event_002,True,4,False
tokyo_138301_relational_between,138301,stress_test,relational_between,2,2018_2294109__event_002,PREVIOUS,2018_2294109__event_001,True,5,False
tokyo_138301_relational_between,138301,stress_test,relational_between,2,2018_2294109__event_002,NEXT,2018_2294109__event_003,True,6,False
tokyo_138301_relational_between,138301,stress_test,relational_between,3,2018_2294102__event_001,SELF,2018_2294102__event_001,True,7,False
tokyo_138301_relational_between,138301,stress_test,relational_between,3,2018_2294102__event_001,NEXT,2018_2294102__event_002,True,8,False
tokyo_138301_relational_between,138301,stress_test,relational_between,4,2018_2294107__event_001,SELF,2018_2294107__event_001,True,9,False
tokyo_138301_relational_between,138301,stress_test,relational_between,4,2018_2294107__event_001,NEXT,2018_2294107__event_002,True,10,False
tokyo_138301_relational_between,138301,stress_test,relational_between,5,2018_2294107__event_002,SELF,2018_2294107__event_002,False,,False
tokyo_138301_relational_between,138301,stress_test,relational_between,5,2018_2294107__event_002,PREVIOUS,2018_2294107__event_001,False,,False
tokyo_139656_relational_between,139656,stress_test,relational_between,1,2018_2308875__event_001,SELF,2018_2308875__event_001,True,1,True
tokyo_139656_relational_between,139656,stress_test,relational_between,1,2018_2308875__event_001,NEXT,2018_2308875__event_002,True,2,True
tokyo_139656_relational_between,139656,stress_test,relational_between,2,2018_2308886__event_001,SELF,2018_2308886__event_001,True,3,True
tokyo_139656_relational_between,139656,stress_test,relational_between,2,2018_2308886__event_001,NEXT,2018_2308886__event_002,True,4,True
tokyo_139656_relational_between,139656,stress_test,relational_between,3,2018_2308874__event_001,SELF,2018_2308874__event_001,True,5,True
tokyo_139656_relational_between,139656,stress_test,relational_between,3,2018_2308874__event_001,NEXT,2018_2308874__event_002,True,6,True
tokyo_139656_relational_between,139656,stress_test,relational_between,4,2018_2308885__event_001,SELF,2018_2308885__event_001,True,7,True
tokyo_139656_relational_between,139656,stress_test,relational_between,4,2018_2308885__event_001,NEXT,2018_2308885__event_002,True,8,True
tokyo_139656_relational_between,139656,stress_test,relational_between,5,2018_2308868__event_001,SELF,2018_2308868__event_001,True,9,True
tokyo_139656_relational_between,139656,stress_test,relational_between,5,2018_2308868__event_001,NEXT,2018_2308868__event_002,True,10,True
tokyo_140775_relational_between,140775,stress_test,relational_between,1,2018_2320646__event_002,SELF,2018_2320646__event_002,True,1,False
tokyo_140775_relational_between,140775,stress_test,relational_between,1,2018_2320646__event_002,PREVIOUS,2018_2320646__event_001,True,2,False
tokyo_140775_relational_between,140775,stress_test,relational_between,1,2018_2320646__event_002,NEXT,2018_2320646__event_003,True,3,False
tokyo_140775_relational_between,140775,stress_test,relational_between,2,2018_2320646__event_004,SELF,2018_2320646__event_004,True,4,False
tokyo_140775_relational_between,140775,stress_test,relational_between,2,2018_2320646__event_004,PREVIOUS,2018_2320646__event_003,False,,False
tokyo_140775_relational_between,140775,stress_test,relational_between,3,2018_2320660__event_001,SELF,2018_2320660__event_001,True,5,False
tokyo_140775_relational_between,140775,stress_test,relational_between,3,2018_2320660__event_001,NEXT,2018_2320660__event_002,True,6,False
tokyo_140775_relational_between,140775,stress_test,relational_between,4,2018_2320657__event_001,SELF,2018_2320657__event_001,True,7,False
tokyo_140775_relational_between,140775,stress_test,relational_between,4,2018_2320657__event_001,NEXT,2018_2320657__event_002,True,8,False
tokyo_140775_relational_between,140775,stress_test,relational_between,5,2018_2320666__event_001,SELF,2018_2320666__event_001,True,9,False
tokyo_140775_relational_between,140775,stress_test,relational_between,5,2018_2320666__event_001,NEXT,2018_2320666__event_002,True,10,False
tokyo_149225_relational_between,149225,stress_test,relational_between,1,2018_2402537__event_002,SELF,2018_2402537__event_002,True,1,False
tokyo_149225_relational_between,149225,stress_test,relational_between,1,2018_2402537__event_002,PREVIOUS,2018_2402537__event_001,True,2,False
tokyo_149225_relational_between,149225,stress_test,relational_between,1,2018_2402537__event_002,NEXT,2018_2402537__event_003,True,3,False
tokyo_149225_relational_between,149225,stress_test,relational_between,2,2018_2402517__event_002,SELF,2018_2402517__event_002,True,4,False
tokyo_149225_relational_between,149225,stress_test,relational_between,2,2018_2402517__event_002,PREVIOUS,2018_2402517__event_001,True,5,False
tokyo_149225_relational_between,149225,stress_test,relational_between,2,2018_2402517__event_002,NEXT,2018_2402517__event_003,True,6,False
tokyo_149225_relational_between,149225,stress_test,relational_between,3,2018_2402512__event_002,SELF,2018_2402512__event_002,True,7,False
tokyo_149225_relational_between,149225,stress_test,relational_between,3,2018_2402512__event_002,PREVIOUS,2018_2402512__event_001,True,8,False
tokyo_149225_relational_between,149225,stress_test,relational_between,4,2018_2402517__event_001,SELF,2018_2402517__event_001,False,,False
tokyo_149225_relational_between,149225,stress_test,relational_between,4,2018_2402517__event_001,NEXT,2018_2402517__event_002,False,,False
tokyo_149225_relational_between,149225,stress_test,relational_between,5,2018_2402534__event_002,SELF,2018_2402534__event_002,True,9,False
tokyo_149225_relational_between,149225,stress_test,relational_between,5,2018_2402534__event_002,PREVIOUS,2018_2402534__event_001,True,10,False
tokyo_152722_relational_between,152722,stress_test,relational_between,1,2018_2446524__event_004,SELF,2018_2446524__event_004,True,1,False
tokyo_152722_relational_between,152722,stress_test,relational_between,1,2018_2446524__event_004,PREVIOUS,2018_2446524__event_003,True,2,False
tokyo_152722_relational_between,152722,stress_test,relational_between,1,2018_2446524__event_004,NEXT,2018_2446524__event_005,True,3,False
tokyo_152722_relational_between,152722,stress_test,relational_between,2,2018_2446525__event_002,SELF,2018_2446525__event_002,True,4,False
tokyo_152722_relational_between,152722,stress_test,relational_between,2,2018_2446525__event_002,PREVIOUS,2018_2446525__event_001,True,5,False
tokyo_152722_relational_between,152722,stress_test,relational_between,2,2018_2446525__event_002,NEXT,2018_2446525__event_003,True,6,False
tokyo_152722_relational_between,152722,stress_test,relational_between,3,2018_2446524__event_002,SELF,2018_2446524__event_002,True,7,False
tokyo_152722_relational_between,152722,stress_test,relational_between,3,2018_2446524__event_002,PREVIOUS,2018_2446524__event_001,True,8,False
tokyo_152722_relational_between,152722,stress_test,relational_between,3,2018_2446524__event_002,NEXT,2018_2446524__event_003,False,,False
tokyo_152722_relational_between,152722,stress_test,relational_between,4,2018_2446526__event_002,SELF,2018_2446526__event_002,True,9,False
tokyo_152722_relational_between,152722,stress_test,relational_between,4,2018_2446526__event_002,PREVIOUS,2018_2446526__event_001,True,10,False
tokyo_152722_relational_between,152722,stress_test,relational_between,4,2018_2446526__event_002,NEXT,2018_2446526__event_003,True,11,False
tokyo_152722_relational_between,152722,stress_test,relational_between,5,2018_2446524__event_005,SELF,2018_2446524__event_005,False,,False
tokyo_152722_relational_between,152722,stress_test,relational_between,5,2018_2446524__event_005,PREVIOUS,2018_2446524__event_004,False,,False
tokyo_156873_relational_between,156873,stress_test,relational_between,1,2018_2498147__event_002,SELF,2018_2498147__event_002,True,1,True
tokyo_156873_relational_between,156873,stress_test,relational_between,1,2018_2498147__event_002,PREVIOUS,2018_2498147__event_001,True,2,True
tokyo_156873_relational_between,156873,stress_test,relational_between,1,2018_2498147__event_002,NEXT,2018_2498147__event_003,True,3,True
tokyo_156873_relational_between,156873,stress_test,relational_between,2,2018_2498115__event_001,SELF,2018_2498115__event_001,True,4,True
tokyo_156873_relational_between,156873,stress_test,relational_between,2,2018_2498115__event_001,NEXT,2018_2498115__event_002,True,5,True
tokyo_156873_relational_between,156873,stress_test,relational_between,3,2018_2498150__event_001,SELF,2018_2498150__event_001,True,6,True
tokyo_156873_relational_between,156873,stress_test,relational_between,3,2018_2498150__event_001,NEXT,2018_2498150__event_002,True,7,True
tokyo_156873_relational_between,156873,stress_test,relational_between,4,2018_2498153__event_001,SELF,2018_2498153__event_001,True,8,True
tokyo_156873_relational_between,156873,stress_test,relational_between,4,2018_2498153__event_001,NEXT,2018_2498153__event_002,True,9,True
tokyo_156873_relational_between,156873,stress_test,relational_between,5,2018_2498179__event_001,SELF,2018_2498179__event_001,True,10,True
tokyo_156873_relational_between,156873,stress_test,relational_between,5,2018_2498179__event_001,NEXT,2018_2498179__event_002,True,11,True
tokyo_167728_relational_between,167728,stress_test,relational_between,1,2018_2604374__event_004,SELF,2018_2604374__event_004,True,1,True
tokyo_167728_relational_between,167728,stress_test,relational_between,1,2018_2604374__event_004,PREVIOUS,2018_2604374__event_003,True,2,True
tokyo_167728_relational_between,167728,stress_test,relational_between,1,2018_2604374__event_004,NEXT,2018_2604374__event_005,True,3,True
tokyo_167728_relational_between,167728,stress_test,relational_between,2,2018_2604349__event_003,SELF,2018_2604349__event_003,True,4,True
tokyo_167728_relational_between,167728,stress_test,relational_between,2,2018_2604349__event_003,PREVIOUS,2018_2604349__event_002,True,5,True
tokyo_167728_relational_between,167728,stress_test,relational_between,3,2018_2604368__event_002,SELF,2018_2604368__event_002,True,6,True
tokyo_167728_relational_between,167728,stress_test,relational_between,3,2018_2604368__event_002,PREVIOUS,2018_2604368__event_001,True,7,True
tokyo_167728_relational_between,167728,stress_test,relational_between,4,2018_2604378__event_002,SELF,2018_2604378__event_002,True,8,True
tokyo_167728_relational_between,167728,stress_test,relational_between,4,2018_2604378__event_002,PREVIOUS,2018_2604378__event_001,True,9,True
tokyo_167728_relational_between,167728,stress_test,relational_between,4,2018_2604378__event_002,NEXT,2018_2604378__event_003,True,10,True
tokyo_167728_relational_between,167728,stress_test,relational_between,5,2018_2604352__event_002,SELF,2018_2604352__event_002,True,11,True
tokyo_167728_relational_between,167728,stress_test,relational_between,5,2018_2604352__event_002,PREVIOUS,2018_2604352__event_001,True,12,True
tokyo_167728_relational_between,167728,stress_test,relational_between,5,2018_2604352__event_002,NEXT,2018_2604352__event_003,True,13,True
tokyo_169053_relational_between,169053,stress_test,relational_between,1,2018_2620285__event_002,SELF,2018_2620285__event_002,True,1,False
tokyo_169053_relational_between,169053,stress_test,relational_between,1,2018_2620285__event_002,PREVIOUS,2018_2620285__event_001,True,2,False
tokyo_169053_relational_between,169053,stress_test,relational_between,1,2018_2620285__event_002,NEXT,2018_2620285__event_003,True,3,False
tokyo_169053_relational_between,169053,stress_test,relational_between,2,2018_2620287__event_001,SELF,2018_2620287__event_001,True,4,False
tokyo_169053_relational_between,169053,stress_test,relational_between,2,2018_2620287__event_001,NEXT,2018_2620287__event_002,True,5,False
tokyo_169053_relational_between,169053,stress_test,relational_between,3,2018_2620294__event_001,SELF,2018_2620294__event_001,True,6,False
tokyo_169053_relational_between,169053,stress_test,relational_between,3,2018_2620294__event_001,NEXT,2018_2620294__event_002,True,7,False
tokyo_169053_relational_between,169053,stress_test,relational_between,4,2018_2620269__event_002,SELF,2018_2620269__event_002,True,8,False
tokyo_169053_relational_between,169053,stress_test,relational_between,4,2018_2620269__event_002,PREVIOUS,2018_2620269__event_001,True,9,False
tokyo_169053_relational_between,169053,stress_test,relational_between,5,2018_2620302__event_001,SELF,2018_2620302__event_001,True,10,False
tokyo_169053_relational_between,169053,stress_test,relational_between,5,2018_2620302__event_001,NEXT,2018_2620302__event_002,True,11,False
tokyo_171659_relational_between,171659,stress_test,relational_between,1,2018_2647186__event_002,SELF,2018_2647186__event_002,True,1,False
tokyo_171659_relational_between,171659,stress_test,relational_between,1,2018_2647186__event_002,PREVIOUS,2018_2647186__event_001,True,2,False
tokyo_171659_relational_between,171659,stress_test,relational_between,1,2018_2647186__event_002,NEXT,2018_2647186__event_003,True,3,False
tokyo_171659_relational_between,171659,stress_test,relational_between,2,2018_2647177__event_001,SELF,2018_2647177__event_001,True,4,False
tokyo_171659_relational_between,171659,stress_test,relational_between,2,2018_2647177__event_001,NEXT,2018_2647177__event_002,True,5,False
tokyo_171659_relational_between,171659,stress_test,relational_between,3,2018_2647186__event_001,SELF,2018_2647186__event_001,False,,False
tokyo_171659_relational_between,171659,stress_test,relational_between,3,2018_2647186__event_001,NEXT,2018_2647186__event_002,False,,False
tokyo_171659_relational_between,171659,stress_test,relational_between,4,2018_2647177__event_002,SELF,2018_2647177__event_002,False,,False
tokyo_171659_relational_between,171659,stress_test,relational_between,4,2018_2647177__event_002,PREVIOUS,2018_2647177__event_001,False,,False
tokyo_171659_relational_between,171659,stress_test,relational_between,4,2018_2647177__event_002,NEXT,2018_2647177__event_003,True,6,False
tokyo_171659_relational_between,171659,stress_test,relational_between,5,2018_2647177__event_004,SELF,2018_2647177__event_004,True,7,False
tokyo_171659_relational_between,171659,stress_test,relational_between,5,2018_2647177__event_004,PREVIOUS,2018_2647177__event_003,False,,False
tokyo_178798_relational_between,178798,stress_test,relational_between,1,2018_2707932__event_002,SELF,2018_2707932__event_002,True,1,False
tokyo_178798_relational_between,178798,stress_test,relational_between,1,2018_2707932__event_002,PREVIOUS,2018_2707932__event_001,True,2,False
tokyo_178798_relational_between,178798,stress_test,relational_between,1,2018_2707932__event_002,NEXT,2018_2707932__event_003,True,3,False
tokyo_178798_relational_between,178798,stress_test,relational_between,2,2018_2707929__event_001,SELF,2018_2707929__event_001,True,4,False
tokyo_178798_relational_between,178798,stress_test,relational_between,2,2018_2707929__event_001,NEXT,2018_2707929__event_002,True,5,False
tokyo_178798_relational_between,178798,stress_test,relational_between,3,2018_2707923__event_002,SELF,2018_2707923__event_002,True,6,False
tokyo_178798_relational_between,178798,stress_test,relational_between,3,2018_2707923__event_002,PREVIOUS,2018_2707923__event_001,True,7,False
tokyo_178798_relational_between,178798,stress_test,relational_between,4,2018_2707939__event_002,SELF,2018_2707939__event_002,True,8,False
tokyo_178798_relational_between,178798,stress_test,relational_between,4,2018_2707939__event_002,PREVIOUS,2018_2707939__event_001,True,9,False
tokyo_178798_relational_between,178798,stress_test,relational_between,5,2018_2707926__event_003,SELF,2018_2707926__event_003,True,10,False
tokyo_178798_relational_between,178798,stress_test,relational_between,5,2018_2707926__event_003,PREVIOUS,2018_2707926__event_002,True,11,False
tokyo_19379_relational_between,19379,stress_test,relational_between,1,2018_395370__event_002,SELF,2018_395370__event_002,True,1,True
tokyo_19379_relational_between,19379,stress_test,relational_between,1,2018_395370__event_002,PREVIOUS,2018_395370__event_001,True,2,True
tokyo_19379_relational_between,19379,stress_test,relational_between,1,2018_395370__event_002,NEXT,2018_395370__event_003,True,3,True
tokyo_19379_relational_between,19379,stress_test,relational_between,2,2018_395498__event_001,SELF,2018_395498__event_001,True,4,True
tokyo_19379_relational_between,19379,stress_test,relational_between,2,2018_395498__event_001,NEXT,2018_395498__event_002,True,5,True
tokyo_19379_relational_between,19379,stress_test,relational_between,3,2018_395374__event_003,SELF,2018_395374__event_003,True,6,True
tokyo_19379_relational_between,19379,stress_test,relational_between,3,2018_395374__event_003,PREVIOUS,2018_395374__event_002,True,7,True
tokyo_19379_relational_between,19379,stress_test,relational_between,4,2018_395498__event_002,SELF,2018_395498__event_002,False,,True
tokyo_19379_relational_between,19379,stress_test,relational_between,4,2018_395498__event_002,PREVIOUS,2018_395498__event_001,False,,True
tokyo_19379_relational_between,19379,stress_test,relational_between,5,2018_395381__event_002,SELF,2018_395381__event_002,True,8,True
tokyo_19379_relational_between,19379,stress_test,relational_between,5,2018_395381__event_002,PREVIOUS,2018_395381__event_001,True,9,True
tokyo_210254_relational_between,210254,stress_test,relational_between,1,2018_2949696__event_003,SELF,2018_2949696__event_003,True,1,False
tokyo_210254_relational_between,210254,stress_test,relational_between,1,2018_2949696__event_003,PREVIOUS,2018_2949696__event_002,True,2,False
tokyo_210254_relational_between,210254,stress_test,relational_between,1,2018_2949696__event_003,NEXT,2018_2949696__event_004,True,3,False
tokyo_210254_relational_between,210254,stress_test,relational_between,2,2018_2949702__event_002,SELF,2018_2949702__event_002,True,4,False
tokyo_210254_relational_between,210254,stress_test,relational_between,2,2018_2949702__event_002,PREVIOUS,2018_2949702__event_001,True,5,False
tokyo_210254_relational_between,210254,stress_test,relational_between,3,2018_2949684__event_001,SELF,2018_2949684__event_001,True,6,False
tokyo_210254_relational_between,210254,stress_test,relational_between,3,2018_2949684__event_001,NEXT,2018_2949684__event_002,True,7,False
tokyo_210254_relational_between,210254,stress_test,relational_between,4,2018_2949683__event_002,SELF,2018_2949683__event_002,True,8,False
tokyo_210254_relational_between,210254,stress_test,relational_between,4,2018_2949683__event_002,PREVIOUS,2018_2949683__event_001,True,9,False
tokyo_210254_relational_between,210254,stress_test,relational_between,5,2018_2949678__event_001,SELF,2018_2949678__event_001,True,10,False
tokyo_210254_relational_between,210254,stress_test,relational_between,5,2018_2949678__event_001,NEXT,2018_2949678__event_002,True,11,False
tokyo_223807_relational_between,223807,stress_test,relational_between,1,2018_3045879__event_002,SELF,2018_3045879__event_002,True,1,False
tokyo_223807_relational_between,223807,stress_test,relational_between,1,2018_3045879__event_002,PREVIOUS,2018_3045879__event_001,True,2,False
tokyo_223807_relational_between,223807,stress_test,relational_between,1,2018_3045879__event_002,NEXT,2018_3045879__event_003,True,3,False
tokyo_223807_relational_between,223807,stress_test,relational_between,2,2018_3045877__event_001,SELF,2018_3045877__event_001,True,4,False
tokyo_223807_relational_between,223807,stress_test,relational_between,2,2018_3045877__event_001,NEXT,2018_3045877__event_002,True,5,False
tokyo_223807_relational_between,223807,stress_test,relational_between,3,2018_3045886__event_002,SELF,2018_3045886__event_002,True,6,False
tokyo_223807_relational_between,223807,stress_test,relational_between,3,2018_3045886__event_002,PREVIOUS,2018_3045886__event_001,True,7,False
tokyo_223807_relational_between,223807,stress_test,relational_between,4,2018_3045895__event_001,SELF,2018_3045895__event_001,True,8,False
tokyo_223807_relational_between,223807,stress_test,relational_between,4,2018_3045895__event_001,NEXT,2018_3045895__event_002,True,9,False
tokyo_223807_relational_between,223807,stress_test,relational_between,5,2018_3045888__event_002,SELF,2018_3045888__event_002,True,10,False
tokyo_223807_relational_between,223807,stress_test,relational_between,5,2018_3045888__event_002,PREVIOUS,2018_3045888__event_001,True,11,False
tokyo_2309_relational_between,2309,stress_test,relational_between,1,2018_50031__event_002,SELF,2018_50031__event_002,True,1,False
tokyo_2309_relational_between,2309,stress_test,relational_between,1,2018_50031__event_002,PREVIOUS,2018_50031__event_001,True,2,False
tokyo_2309_relational_between,2309,stress_test,relational_between,1,2018_50031__event_002,NEXT,2018_50031__event_003,True,3,False
tokyo_2309_relational_between,2309,stress_test,relational_between,2,2018_50035__event_003,SELF,2018_50035__event_003,True,4,False
tokyo_2309_relational_between,2309,stress_test,relational_between,2,2018_50035__event_003,PREVIOUS,2018_50035__event_002,True,5,False
tokyo_2309_relational_between,2309,stress_test,relational_between,2,2018_50035__event_003,NEXT,2018_50035__event_004,True,6,False
tokyo_2309_relational_between,2309,stress_test,relational_between,3,2018_50033__event_002,SELF,2018_50033__event_002,True,7,False
tokyo_2309_relational_between,2309,stress_test,relational_between,3,2018_50033__event_002,PREVIOUS,2018_50033__event_001,True,8,False
tokyo_2309_relational_between,2309,stress_test,relational_between,3,2018_50033__event_002,NEXT,2018_50033__event_003,True,9,False
tokyo_2309_relational_between,2309,stress_test,relational_between,4,2018_50035__event_002,SELF,2018_50035__event_002,False,,False
tokyo_2309_relational_between,2309,stress_test,relational_between,4,2018_50035__event_002,PREVIOUS,2018_50035__event_001,True,10,False
tokyo_2309_relational_between,2309,stress_test,relational_between,4,2018_50035__event_002,NEXT,2018_50035__event_003,False,,False
tokyo_2309_relational_between,2309,stress_test,relational_between,5,2018_50038__event_001,SELF,2018_50038__event_001,True,11,False
tokyo_2309_relational_between,2309,stress_test,relational_between,5,2018_50038__event_001,NEXT,2018_50038__event_002,True,12,False
tokyo_23925_relational_between,23925,stress_test,relational_between,1,2018_485933__event_002,SELF,2018_485933__event_002,True,1,False
tokyo_23925_relational_between,23925,stress_test,relational_between,1,2018_485933__event_002,PREVIOUS,2018_485933__event_001,True,2,False
tokyo_23925_relational_between,23925,stress_test,relational_between,1,2018_485933__event_002,NEXT,2018_485933__event_003,True,3,False
tokyo_23925_relational_between,23925,stress_test,relational_between,2,2018_485935__event_002,SELF,2018_485935__event_002,True,4,False
tokyo_23925_relational_between,23925,stress_test,relational_between,2,2018_485935__event_002,PREVIOUS,2018_485935__event_001,True,5,False
tokyo_23925_relational_between,23925,stress_test,relational_between,2,2018_485935__event_002,NEXT,2018_485935__event_003,True,6,False
tokyo_23925_relational_between,23925,stress_test,relational_between,3,2018_485910__event_003,SELF,2018_485910__event_003,True,7,False
tokyo_23925_relational_between,23925,stress_test,relational_between,3,2018_485910__event_003,PREVIOUS,2018_485910__event_002,True,8,False
tokyo_23925_relational_between,23925,stress_test,relational_between,3,2018_485910__event_003,NEXT,2018_485910__event_004,True,9,False
tokyo_23925_relational_between,23925,stress_test,relational_between,4,2018_485932__event_002,SELF,2018_485932__event_002,True,10,False
tokyo_23925_relational_between,23925,stress_test,relational_between,4,2018_485932__event_002,PREVIOUS,2018_485932__event_001,True,11,False
tokyo_23925_relational_between,23925,stress_test,relational_between,5,2018_485944__event_002,SELF,2018_485944__event_002,True,12,False
tokyo_23925_relational_between,23925,stress_test,relational_between,5,2018_485944__event_002,PREVIOUS,2018_485944__event_001,True,13,False
tokyo_24664_relational_between,24664,stress_test,relational_between,1,2018_501939__event_003,SELF,2018_501939__event_003,True,1,True
tokyo_24664_relational_between,24664,stress_test,relational_between,1,2018_501939__event_003,PREVIOUS,2018_501939__event_002,True,2,True
tokyo_24664_relational_between,24664,stress_test,relational_between,1,2018_501939__event_003,NEXT,2018_501939__event_004,True,3,True
tokyo_24664_relational_between,24664,stress_test,relational_between,2,2018_501939__event_001,SELF,2018_501939__event_001,True,4,True
tokyo_24664_relational_between,24664,stress_test,relational_between,2,2018_501939__event_001,NEXT,2018_501939__event_002,False,,True
tokyo_24664_relational_between,24664,stress_test,relational_between,3,2018_501939__event_004,SELF,2018_501939__event_004,False,,True
tokyo_24664_relational_between,24664,stress_test,relational_between,3,2018_501939__event_004,PREVIOUS,2018_501939__event_003,False,,True
tokyo_24664_relational_between,24664,stress_test,relational_between,3,2018_501939__event_004,NEXT,2018_501939__event_005,True,5,True
tokyo_24664_relational_between,24664,stress_test,relational_between,4,2018_501939__event_002,SELF,2018_501939__event_002,False,,True
tokyo_24664_relational_between,24664,stress_test,relational_between,4,2018_501939__event_002,PREVIOUS,2018_501939__event_001,False,,True
tokyo_24664_relational_between,24664,stress_test,relational_between,4,2018_501939__event_002,NEXT,2018_501939__event_003,False,,True
tokyo_24664_relational_between,24664,stress_test,relational_between,5,2018_501939__event_006,SELF,2018_501939__event_006,True,6,True
tokyo_24664_relational_between,24664,stress_test,relational_between,5,2018_501939__event_006,PREVIOUS,2018_501939__event_005,False,,True
tokyo_24664_relational_between,24664,stress_test,relational_between,5,2018_501939__event_006,NEXT,2018_501939__event_007,True,7,True
tokyo_24765_relational_between,24765,stress_test,relational_between,1,2018_504023__event_003,SELF,2018_504023__event_003,True,1,True
tokyo_24765_relational_between,24765,stress_test,relational_between,1,2018_504023__event_003,PREVIOUS,2018_504023__event_002,True,2,True
tokyo_24765_relational_between,24765,stress_test,relational_between,1,2018_504023__event_003,NEXT,2018_504023__event_004,True,3,True
tokyo_24765_relational_between,24765,stress_test,relational_between,2,2018_504023__event_005,SELF,2018_504023__event_005,True,4,True
tokyo_24765_relational_between,24765,stress_test,relational_between,2,2018_504023__event_005,PREVIOUS,2018_504023__event_004,False,,True
tokyo_24765_relational_between,24765,stress_test,relational_between,2,2018_504023__event_005,NEXT,2018_504023__event_006,True,5,True
tokyo_24765_relational_between,24765,stress_test,relational_between,3,2018_503992__event_002,SELF,2018_503992__event_002,True,6,True
tokyo_24765_relational_between,24765,stress_test,relational_between,3,2018_503992__event_002,PREVIOUS,2018_503992__event_001,True,7,True
tokyo_24765_relational_between,24765,stress_test,relational_between,4,2018_504023__event_006,SELF,2018_504023__event_006,False,,True
tokyo_24765_relational_between,24765,stress_test,relational_between,4,2018_504023__event_006,PREVIOUS,2018_504023__event_005,False,,True
tokyo_24765_relational_between,24765,stress_test,relational_between,4,2018_504023__event_006,NEXT,2018_504023__event_007,True,8,True
tokyo_24765_relational_between,24765,stress_test,relational_between,5,2018_503989__event_001,SELF,2018_503989__event_001,True,9,True
tokyo_24765_relational_between,24765,stress_test,relational_between,5,2018_503989__event_001,NEXT,2018_503989__event_002,True,10,True
tokyo_254908_relational_between,254908,stress_test,relational_between,1,2018_3245120__event_002,SELF,2018_3245120__event_002,True,1,False
tokyo_254908_relational_between,254908,stress_test,relational_between,1,2018_3245120__event_002,PREVIOUS,2018_3245120__event_001,True,2,False
