query_id,user_id,query_type,candidate_count,seed_count,seed_event_ids,positive_seed_count,personalization_sum,ppr_event_score_sum,ppr_all_node_score_sum,nonzero_ppr_event_count,projected_node_count,projected_edge_count,connected_component_count,seeded_component_count,unseeded_component_count
tokyo_223807_relational_after,223807,relational_after,26,5,"[""2018_3045880__event_002"",""2018_3045880__event_001"",""2018_3045879__event_003"",""2018_3045900__event_002"",""2018_3045900__event_001""]",5,1,0.727530132706394,1,26,68,87,2,1,1
tokyo_223807_semantic,223807,semantic,26,5,"[""2018_3045900__event_001"",""2018_3045890__event_001"",""2018_3045880__event_002"",""2018_3045900__event_002"",""2018_3045895__event_001""]",5,1,0.720411430513072,1,26,68,87,2,1,1
tokyo_223807_temporal_spatial,223807,temporal_spatial,26,5,"[""2018_3045890__event_002"",""2018_3045888__event_002"",""2018_3045886__event_002"",""2018_3045895__event_001"",""2018_3045877__event_001""]",5,1,0.728464311819893,1,26,68,87,2,1,1
tokyo_2309_relational_after,2309,relational_after,34,5,"[""2018_50057__event_002"",""2018_50057__event_001"",""2018_50035__event_004"",""2018_50037__event_002"",""2018_50035__event_003""]",5,1,0.755729104864101,1,34,71,101,1,1,0
tokyo_2309_semantic,2309,semantic,34,5,"[""2018_50056__event_002"",""2018_50035__event_004"",""2018_50035__event_003"",""2018_50033__event_003"",""2018_50033__event_002""]",5,1,0.748939703950195,1,34,71,101,1,1,0
tokyo_2309_temporal_spatial,2309,temporal_spatial,34,5,"[""2018_50060__event_002"",""2018_50051__event_002"",""2018_50042__event_002"",""2018_50033__event_003"",""2018_50040__event_001""]",5,1,0.732874907319721,1,34,71,101,1,1,0
tokyo_23925_relational_after,23925,relational_after,43,5,"[""2018_485898__event_001"",""2018_485898__event_002"",""2018_485933__event_002"",""2018_485910__event_003"",""2018_485902__event_002""]",5,1,0.751680785438069,1,43,87,125,1,1,0
tokyo_23925_semantic,23925,semantic,43,5,"[""2018_485892__event_002"",""2018_485933__event_001"",""2018_485910__event_002"",""2018_485934__event_002"",""2018_485904__event_001""]",5,1,0.739081073681323,1,43,87,125,1,1,0
tokyo_23925_temporal_spatial,23925,temporal_spatial,43,5,"[""2018_485898__event_002"",""2018_485892__event_002"",""2018_485881__event_002"",""2018_485882__event_001"",""2018_485910__event_003""]",5,1,0.744932637633327,1,43,87,125,1,1,0
tokyo_24620_relational_after,24620,relational_after,70,5,"[""2018_500321__event_001"",""2018_500330__event_001"",""2018_500337__event_001"",""2018_500357__event_001"",""2018_500305__event_001""]",5,1,0.753777329486727,1,70,102,192,1,1,0
tokyo_24620_temporal_spatial,24620,temporal_spatial,70,5,"[""2018_500374__event_002"",""2018_500367__event_003"",""2018_500329__event_003"",""2018_500357__event_004"",""2018_500313__event_005""]",5,1,0.748572280681553,1,70,102,192,1,1,0
tokyo_24664_relational_after,24664,relational_after,69,5,"[""2018_501939__event_007"",""2018_501939__event_006"",""2018_501939__event_005"",""2018_501939__event_002"",""2018_501939__event_003""]",5,1,0.764831140322056,1,69,190,242,5,1,4
tokyo_24664_semantic,24664,semantic,69,5,"[""2018_501938__event_002"",""2018_501939__event_008"",""2018_501955__event_002"",""2018_501939__event_007"",""2018_501969__event_001""]",5,1,0.737734951819553,1,69,190,242,5,2,3
tokyo_24664_temporal_spatial,24664,temporal_spatial,69,5,"[""2018_501939__event_008"",""2018_501939__event_009"",""2018_501959__event_001"",""2018_501940__event_002"",""2018_501958__event_001""]",5,1,0.728449173623169,1,69,190,242,5,2,3
tokyo_24765_relational_after,24765,relational_after,51,5,"[""2018_504026__event_002"",""2018_504026__event_003"",""2018_504033__event_001"",""2018_503991__event_002"",""2018_503989__event_002""]",5,1,0.721940116880762,1,51,149,179,6,1,5
tokyo_24765_semantic,24765,semantic,51,5,"[""2018_504006__event_002"",""2018_503999__event_002"",""2018_504011__event_002"",""2018_504025__event_001"",""2018_504025__event_002""]",5,1,0.716219817031872,1,51,149,179,6,3,3
tokyo_24765_temporal_spatial,24765,temporal_spatial,51,5,"[""2018_504028__event_002"",""2018_504023__event_002"",""2018_504025__event_001"",""2018_504023__event_001"",""2018_504023__event_003""]",5,1,0.735027678169822,1,51,149,179,6,2,4
tokyo_254908_relational_after,254908,relational_after,33,5,"[""2018_3245115__event_003"",""2018_3245120__event_001"",""2018_3245104__event_002"",""2018_3245113__event_001"",""2018_3245104__event_003""]",5,1,0.752416203417604,1,33,85,110,3,1,2
tokyo_254908_semantic,254908,semantic,33,5,"[""2018_3245120__event_003"",""2018_3245172__event_002"",""2018_3245120__event_004"",""2018_3245120__event_005"",""2018_3245172__event_001""]",5,1,0.738766301680918,1,33,85,110,3,2,1
tokyo_254908_temporal_spatial,254908,temporal_spatial,33,5,"[""2018_3245121__event_001"",""2018_3245120__event_002"",""2018_3245115__event_004"",""2018_3245104__event_001"",""2018_3245113__event_002""]",5,1,0.734274682845981,1,33,85,110,3,1,2
tokyo_259163_relational_after,259163,relational_after,28,5,"[""2018_3271945__event_003"",""2018_3271951__event_002"",""2018_3271983__event_004"",""2018_3271967__event_001"",""2018_3271951__event_001""]",5,1,0.737436991138101,1,28,67,90,2,1,1
tokyo_259163_semantic,259163,semantic,28,5,"[""2018_3271983__event_001"",""2018_3271983__event_002"",""2018_3271945__event_001"",""2018_3271974__event_003"",""2018_3271951__event_001""]",5,1,0.738692118547599,1,28,67,90,2,1,1
tokyo_259163_temporal_spatial,259163,temporal_spatial,28,5,"[""2018_3271977__event_002"",""2018_3271977__event_001"",""2018_3271983__event_004"",""2018_3271951__event_002"",""2018_3271960__event_001""]",5,1,0.735600697167364,1,28,67,90,2,2,0
tokyo_263152_relational_after,263152,relational_after,27,5,"[""2018_3295464__event_001"",""2018_3295464__event_002"",""2018_3295444__event_003"",""2018_3295457__event_002"",""2018_3295457__event_001""]",5,1,0.720965730570856,1,27,71,88,2,2,0
tokyo_263152_semantic,263152,semantic,27,5,"[""2018_3295456__event_002"",""2018_3295464__event_002"",""2018_3295444__event_003"",""2018_3295451__event_002"",""2018_3295457__event_002""]",5,1,0.72887232999648,1,27,71,88,2,2,0
tokyo_263152_temporal_spatial,263152,temporal_spatial,27,5,"[""2018_3295464__event_002"",""2018_3295456__event_002"",""2018_3295452__event_002"",""2018_3295455__event_001"",""2018_3295451__event_002""]",5,1,0.726947520645895,1,27,71,88,2,2,0
tokyo_264627_relational_after,264627,relational_after,59,5,"[""2018_3303923__event_002"",""2018_3303957__event_001"",""2018_3303906__event_002"",""2018_3303923__event_001"",""2018_3303886__event_001""]",5,1,0.73824222253117,1,59,150,191,2,1,1
tokyo_264627_semantic,264627,semantic,59,5,"[""2018_3303898__event_002"",""2018_3303904__event_001"",""2018_3303886__event_002"",""2018_3303898__event_001"",""2018_3303923__event_003""]",5,1,0.72548217708691,1,59,150,191,2,1,1
tokyo_264627_temporal_spatial,264627,temporal_spatial,59,5,"[""2018_3303892__event_002"",""2018_3303886__event_002"",""2018_3303890__event_002"",""2018_3303899__event_003"",""2018_3303904__event_002""]",5,1,0.734965219939376,1,59,150,191,2,1,1
tokyo_267704_relational_after,267704,relational_after,48,5,"[""2018_3322363__event_002"",""2018_3322363__event_001"",""2018_3322365__event_002"",""2018_3322362__event_001"",""2018_3322359__event_005""]",5,1,0.746022966855633,1,48,104,162,1,1,0
tokyo_267704_semantic,267704,semantic,48,5,"[""2018_3322366__event_001"",""2018_3322364__event_006"",""2018_3322358__event_003"",""2018_3322372__event_005"",""2018_3322364__event_005""]",5,1,0.748871412073096,1,48,104,162,1,1,0
tokyo_267704_temporal_spatial,267704,temporal_spatial,48,5,"[""2018_3322359__event_005"",""2018_3322366__event_003"",""2018_3322362__event_001"",""2018_3322359__event_009"",""2018_3322362__event_004""]",5,1,0.760667621635421,1,48,104,162,1,1,0
tokyo_26786_relational_after,26786,relational_after,256,5,"[""2018_543238__event_002"",""2018_543238__event_001"",""2018_543175__event_003"",""2018_543184__event_001"",""2018_543240__event_001""]",5,1,0.749431912491199,1,256,429,773,1,1,0
tokyo_26786_semantic,26786,semantic,256,5,"[""2018_543193__event_002"",""2018_543193__event_003"",""2018_543252__event_003"",""2018_543204__event_005"",""2018_543193__event_001""]",5,1,0.774711695872654,1,256,429,773,1,1,0
tokyo_26786_temporal_spatial,26786,temporal_spatial,256,5,"[""2018_543252__event_004"",""2018_543204__event_004"",""2018_543179__event_003"",""2018_543175__event_002"",""2018_543179__event_002""]",5,1,0.782318742929821,1,256,429,773,1,1,0
tokyo_277915_relational_after,277915,relational_after,40,5,"[""2018_3383909__event_002"",""2018_3383909__event_001"",""2018_3383898__event_002"",""2018_3383896__event_002"",""2018_3383887__event_003""]",5,1,0.742382271402785,1,40,90,123,1,1,0
tokyo_277915_semantic,277915,semantic,40,5,"[""2018_3383912__event_002"",""2018_3383887__event_002"",""2018_3383903__event_002"",""2018_3383900__event_001"",""2018_3383890__event_002""]",5,1,0.726997209896475,1,40,90,123,1,1,0
tokyo_277915_temporal_spatial,277915,temporal_spatial,40,5,"[""2018_3383900__event_002"",""2018_3383899__event_001"",""2018_3383900__event_001"",""2018_3383892__event_002"",""2018_3383902__event_002""]",5,1,0.736276963952537,1,40,90,123,1,1,0
tokyo_280210_relational_after,280210,relational_after,63,5,"[""2018_3396831__event_001"",""2018_3396831__event_002"",""2018_3396788__event_001"",""2018_3396788__event_002"",""2018_3396837__event_002""]",5,1,0.746878390490305,1,63,148,207,1,1,0
tokyo_280210_semantic,280210,semantic,63,5,"[""2018_3396792__event_003"",""2018_3396789__event_004"",""2018_3396792__event_002"",""2018_3396830__event_003"",""2018_3396792__event_004""]",5,1,0.755522662548489,1,63,148,207,1,1,0
tokyo_280210_temporal_spatial,280210,temporal_spatial,63,5,"[""2018_3396806__event_001"",""2018_3396812__event_001"",""2018_3396806__event_002"",""2018_3396808__event_001"",""2018_3396807__event_001""]",5,1,0.738327396769217,1,63,148,207,1,1,0
tokyo_281448_relational_after,281448,relational_after,35,5,"[""2018_3403849__event_001"",""2018_3403853__event_002"",""2018_3403860__event_002"",""2018_3403825__event_001"",""2018_3403862__event_001""]",5,1,0.748509817660716,1,35,77,107,1,1,0
tokyo_281448_semantic,281448,semantic,35,5,"[""2018_3403886__event_001"",""2018_3403886__event_005"",""2018_3403834__event_003"",""2018_3403848__event_001"",""2018_3403849__event_001""]",5,1,0.731978395022435,1,35,77,107,1,1,0
tokyo_281448_temporal_spatial,281448,temporal_spatial,35,5,"[""2018_3403834__event_002"",""2018_3403886__event_005"",""2018_3403860__event_003"",""2018_3403848__event_001"",""2018_3403834__event_003""]",5,1,0.736695234538013,1,35,77,107,1,1,0
tokyo_283450_relational_after,283450,relational_after,74,5,"[""2018_3416120__event_001"",""2018_3416086__event_001"",""2018_3416086__event_002"",""2018_3416120__event_002"",""2018_3416149__event_003""]",5,1,0.734198401367563,1,74,170,238,2,1,1
tokyo_283450_semantic,283450,semantic,74,5,"[""2018_3416150__event_002"",""2018_3416150__event_003"",""2018_3416112__event_001"",""2018_3416139__event_002"",""2018_3416112__event_005""]",5,1,0.737947134240832,1,74,170,238,2,2,0
tokyo_283450_temporal_spatial,283450,temporal_spatial,74,5,"[""2018_3416139__event_001"",""2018_3416086__event_002"",""2018_3416141__event_001"",""2018_3416133__event_002"",""2018_3416139__event_002""]",5,1,0.719449212893879,1,74,170,238,2,2,0
tokyo_286142_relational_after,286142,relational_after,21,5,"[""2018_3433040__event_002"",""2018_3433040__event_001"",""2018_3433027__event_001"",""2018_3433026__event_001"",""2018_3433030__event_002""]",5,1,0.725549949913824,1,21,54,67,2,1,1
tokyo_286142_semantic,286142,semantic,21,5,"[""2018_3433008__event_001"",""2018_3433026__event_001"",""2018_3433021__event_002"",""2018_3433030__event_002"",""2018_3433018__event_001""]",5,1,0.723910694082765,1,21,54,67,2,2,0
tokyo_286142_temporal_spatial,286142,temporal_spatial,21,5,"[""2018_3433021__event_002"",""2018_3433033__event_001"",""2018_3433042__event_002"",""2018_3433018__event_001"",""2018_3433026__event_001""]",5,1,0.737245755019548,1,21,54,67,2,1,1
tokyo_286382_relational_after,286382,relational_after,23,5,"[""2018_3434342__event_001"",""2018_3434342__event_002"",""2018_3434333__event_001"",""2018_3434333__event_002"",""2018_3434359__event_002""]",5,1,0.714546856867771,1,23,63,74,2,1,1
tokyo_286382_semantic,286382,semantic,23,5,"[""2018_3434330__event_001"",""2018_3434341__event_001"",""2018_3434350__event_001"",""2018_3434351__event_002"",""2018_3434341__event_002""]",5,1,0.714365037251261,1,23,63,74,2,2,0
tokyo_286382_temporal_spatial,286382,temporal_spatial,23,5,"[""2018_3434351__event_002"",""2018_3434350__event_001"",""2018_3434346__event_001"",""2018_3434337__event_001"",""2018_3434349__event_002""]",5,1,0.721954696061923,1,23,63,74,2,1,1
tokyo_28664_relational_after,28664,relational_after,56,5,"[""2018_580044__event_006"",""2018_580044__event_007"",""2018_580041__event_004"",""2018_580047__event_001"",""2018_580028__event_001""]",5,1,0.760152803119965,1,56,131,182,3,1,2
tokyo_28664_semantic,28664,semantic,56,5,"[""2018_580023__event_002"",""2018_580040__event_002"",""2018_580051__event_002"",""2018_580020__event_001"",""2018_580047__event_004""]",5,1,0.715335681530333,1,56,131,182,3,2,1
tokyo_28664_temporal_spatial,28664,temporal_spatial,56,5,"[""2018_580040__event_002"",""2018_580038__event_001"",""2018_580047__event_004"",""2018_580040__event_001"",""2018_580048__event_003""]",5,1,0.717361846855654,1,56,131,182,3,2,1
tokyo_28697_relational_after,28697,relational_after,37,5,"[""2018_580900__event_001"",""2018_580909__event_001"",""2018_580909__event_002"",""2018_580900__event_002"",""2018_580887__event_001""]",5,1,0.739677771555019,1,37,75,109,1,1,0
tokyo_28697_semantic,28697,semantic,37,5,"[""2018_580909__event_003"",""2018_580896__event_003"",""2018_580878__event_002"",""2018_580901__event_001"",""2018_580886__event_003""]",5,1,0.738560922407179,1,37,75,109,1,1,0
tokyo_28697_temporal_spatial,28697,temporal_spatial,37,5,"[""2018_580873__event_001"",""2018_580905__event_001"",""2018_580884__event_003"",""2018_580888__event_002"",""2018_580876__event_001""]",5,1,0.7437370286896,1,37,75,109,1,1,0
tokyo_290806_relational_after,290806,relational_after,36,5,"[""2018_3462039__event_002"",""2018_3462039__event_001"",""2018_3462043__event_001"",""2018_3462043__event_002"",""2018_3462051__event_001""]",5,1,0.717402775645983,1,36,96,122,3,2,1
tokyo_290806_semantic,290806,semantic,36,5,"[""2018_3462036__event_002"",""2018_3462047__event_002"",""2018_3462036__event_001"",""2018_3462055__event_002"",""2018_3462036__event_003""]",5,1,0.736659765892424,1,36,96,122,3,1,2
tokyo_290806_temporal_spatial,290806,temporal_spatial,36,5,"[""2018_3462064__event_002"",""2018_3462055__event_001"",""2018_3462058__event_003"",""2018_3462047__event_001"",""2018_3462063__event_002""]",5,1,0.726028242465801,1,36,96,122,3,1,2
tokyo_29501_relational_after,29501,relational_after,36,5,"[""2018_596177__event_004"",""2018_596177__event_003"",""2018_596197__event_002"",""2018_596152__event_002"",""2018_596168__event_002""]",5,1,0.755253419161673,1,36,91,114,2,1,1
tokyo_29501_semantic,29501,semantic,36,5,"[""2018_596159__event_001"",""2018_596194__event_001"",""2018_596185__event_002"",""2018_596165__event_002"",""2018_596195__event_002""]",5,1,0.731086039717569,1,36,91,114,2,1,1
tokyo_29501_temporal_spatial,29501,temporal_spatial,36,5,"[""2018_596177__event_003"",""2018_596194__event_001"",""2018_596169__event_001"",""2018_596137__event_002"",""2018_596177__event_001""]",5,1,0.736706246437201,1,36,91,114,2,1,1
tokyo_29757_relational_after,29757,relational_after,41,5,"[""2018_601373__event_002"",""2018_601373__event_001"",""2018_601398__event_002"",""2018_601388__event_002"",""2018_601391__event_002""]",5,1,0.738967270066107,1,41,72,111,1,1,0
tokyo_29757_semantic,29757,semantic,41,5,"[""2018_601373__event_001"",""2018_601438__event_002"",""2018_601379__event_002"",""2018_601386__event_001"",""2018_601430__event_001""]",5,1,0.735084359101018,1,41,72,111,1,1,0
tokyo_29757_temporal_spatial,29757,temporal_spatial,41,5,"[""2018_601430__event_002"",""2018_601440__event_002"",""2018_601384__event_002"",""2018_601386__event_002"",""2018_601391__event_002""]",5,1,0.745144707207157,1,41,72,111,1,1,0
tokyo_29764_relational_after,29764,relational_after,28,5,"[""2018_601478__event_003"",""2018_601478__event_002"",""2018_601478__event_001"",""2018_601634__event_001"",""2018_601634__event_002""]",5,1,0.734119684896445,1,28,59,83,1,1,0
tokyo_29764_semantic,29764,semantic,28,5,"[""2018_601479__event_002"",""2018_601479__event_001"",""2018_601634__event_001"",""2018_601634__event_002"",""2018_601534__event_004""]",5,1,0.735161088524986,1,28,59,83,1,1,0
tokyo_29764_temporal_spatial,29764,temporal_spatial,28,5,"[""2018_601634__event_002"",""2018_601542__event_002"",""2018_601634__event_001"",""2018_601542__event_001"",""2018_601559__event_002""]",5,1,0.734804540525201,1,28,59,83,1,1,0
tokyo_31204_relational_after,31204,relational_after,27,5,"[""2018_631691__event_001"",""2018_631691__event_002"",""2018_631703__event_003"",""2018_631654__event_002"",""2018_631588__event_002""]",5,1,0.732026674203565,1,27,66,82,2,2,0
tokyo_31204_semantic,31204,semantic,27,5,"[""2018_631703__event_002"",""2018_631693__event_002"",""2018_631604__event_001"",""2018_631604__event_002"",""2018_631642__event_002""]",5,1,0.731858568307954,1,27,66,82,2,2,0
tokyo_31204_temporal_spatial,31204,temporal_spatial,27,5,"[""2018_631604__event_001"",""2018_631693__event_002"",""2018_631642__event_001"",""2018_631604__event_002"",""2018_631666__event_001""]",5,1,0.720680243734414,1,27,66,82,2,1,1
tokyo_32545_relational_after,32545,relational_after,106,5,"[""2018_661962__event_002"",""2018_661962__event_001"",""2018_661962__event_003"",""2018_661952__event_001"",""2018_661951__event_001""]",5,1,0.733504610842281,1,106,231,329,1,1,0
tokyo_32545_semantic,32545,semantic,106,5,"[""2018_661998__event_003"",""2018_661980__event_002"",""2018_661994__event_001"",""2018_662008__event_002"",""2018_661950__event_003""]",5,1,0.732508802726029,1,106,231,329,1,1,0
tokyo_32545_temporal_spatial,32545,temporal_spatial,106,5,"[""2018_661952__event_001"",""2018_661938__event_002"",""2018_661968__event_002"",""2018_661942__event_004"",""2018_661981__event_002""]",5,1,0.735935652495812,1,106,231,329,1,1,0
tokyo_325605_relational_after,325605,relational_after,82,5,"[""2018_3674468__event_002"",""2018_3674468__event_001"",""2018_3674458__event_001"",""2018_3674428__event_002"",""2018_3674411__event_002""]",5,1,0.73392479807213,1,82,175,251,2,1,1
tokyo_325605_semantic,325605,semantic,82,5,"[""2018_3674424__event_001"",""2018_3674477__event_002"",""2018_3674458__event_001"",""2018_3674468__event_002"",""2018_3674411__event_002""]",5,1,0.731008806374705,1,82,175,251,2,1,1
tokyo_325605_temporal_spatial,325605,temporal_spatial,82,5,"[""2018_3674434__event_002"",""2018_3674418__event_002"",""2018_3674434__event_003"",""2018_3674434__event_001"",""2018_3674442__event_002""]",5,1,0.757981403357367,1,82,175,251,2,1,1
tokyo_328941_relational_after,328941,relational_after,23,5,"[""2018_3694439__event_002"",""2018_3694439__event_001"",""2018_3694437__event_002"",""2018_3694438__event_001"",""2018_3694443__event_001""]",5,1,0.716227680043502,1,23,57,71,1,1,0
tokyo_328941_semantic,328941,semantic,23,5,"[""2018_3694440__event_002"",""2018_3694433__event_001"",""2018_3694432__event_002"",""2018_3694434__event_002"",""2018_3694435__event_002""]",5,1,0.727994813107949,1,23,57,71,1,1,0
tokyo_328941_temporal_spatial,328941,temporal_spatial,23,5,"[""2018_3694435__event_002"",""2018_3694430__event_001"",""2018_3694433__event_001"",""2018_3694436__event_003"",""2018_3694436__event_002""]",5,1,0.733922962019496,1,23,57,71,1,1,0
tokyo_339444_relational_after,339444,relational_after,31,5,"[""2018_3757165__event_004"",""2018_3757165__event_005"",""2018_3757175__event_002"",""2018_3757169__event_001"",""2018_3757165__event_003""]",5,1,0.752618864125246,1,31,67,95,1,1,0
tokyo_339444_semantic,339444,semantic,31,5,"[""2018_3757174__event_001"",""2018_3757170__event_002"",""2018_3757169__event_001"",""2018_3757175__event_002"",""2018_3757167__event_001""]",5,1,0.723605809676476,1,31,67,95,1,1,0
tokyo_339444_temporal_spatial,339444,temporal_spatial,31,5,"[""2018_3757174__event_002"",""2018_3757163__event_001"",""2018_3757164__event_001"",""2018_3757162__event_002"",""2018_3757165__event_008""]",5,1,0.747885074661082,1,31,67,95,1,1,0
tokyo_342180_relational_after,342180,relational_after,49,5,"[""2018_3773318__event_004"",""2018_3773314__event_002"",""2018_3773318__event_003"",""2018_3773285__event_001"",""2018_3773304__event_002""]",5,1,0.750487530332736,1,49,111,153,2,1,1
tokyo_342180_semantic,342180,semantic,49,5,"[""2018_3773307__event_003"",""2018_3773294__event_001"",""2018_3773310__event_003"",""2018_3773314__event_001"",""2018_3773314__event_002""]",5,1,0.739522511278512,1,49,111,153,2,1,1
tokyo_342180_temporal_spatial,342180,temporal_spatial,49,5,"[""2018_3773297__event_002"",""2018_3773302__event_002"",""2018_3773288__event_001"",""2018_3773284__event_002"",""2018_3773297__event_001""]",5,1,0.728992504441304,1,49,111,153,2,1,1
tokyo_34258_relational_after,34258,relational_after,42,5,"[""2018_698471__event_002"",""2018_698467__event_003"",""2018_698471__event_003"",""2018_698482__event_002"",""2018_698467__event_002""]",5,1,0.786326062119928,1,42,70,125,1,1,0
tokyo_34258_semantic,34258,semantic,42,5,"[""2018_698481__event_002"",""2018_698479__event_001"",""2018_698478__event_001"",""2018_698472__event_001"",""2018_698480__event_001""]",5,1,0.750502305893227,1,42,70,125,1,1,0
tokyo_34258_temporal_spatial,34258,temporal_spatial,42,5,"[""2018_698467__event_005"",""2018_698482__event_005"",""2018_698471__event_001"",""2018_698480__event_001"",""2018_698463__event_001""]",5,1,0.747037363453884,1,42,70,125,1,1,0
tokyo_347501_relational_after,347501,relational_after,20,5,"[""2018_3804279__event_001"",""2018_3804279__event_002"",""2018_3804262__event_002"",""2018_3804269__event_002"",""2018_3804280__event_002""]",5,1,0.724971162040447,1,20,39,56,1,1,0
tokyo_347501_temporal_spatial,347501,temporal_spatial,20,5,"[""2018_3804274__event_002"",""2018_3804273__event_002"",""2018_3804280__event_002"",""2018_3804269__event_002"",""2018_3804262__event_002""]",5,1,0.731301832916747,1,20,39,56,1,1,0
tokyo_348059_relational_after,348059,relational_after,63,5,"[""2018_3807516__event_003"",""2018_3807506__event_003"",""2018_3807520__event_003"",""2018_3807521__event_003"",""2018_3807522__event_003""]",5,1,0.766785903611701,1,63,121,198,1,1,0
tokyo_348059_semantic,348059,semantic,63,5,"[""2018_3807524__event_005"",""2018_3807525__event_003"",""2018_3807506__event_002"",""2018_3807518__event_001"",""2018_3807521__event_004""]",5,1,0.744659431019837,1,63,121,198,1,1,0
tokyo_348059_temporal_spatial,348059,temporal_spatial,63,5,"[""2018_3807513__event_003"",""2018_3807513__event_002"",""2018_3807513__event_001"",""2018_3807519__event_001"",""2018_3807519__event_003""]",5,1,0.738683508562635,1,63,121,198,1,1,0
tokyo_348682_relational_after,348682,relational_after,22,5,"[""2018_3811346__event_002"",""2018_3811346__event_001"",""2018_3811349__event_003"",""2018_3811326__event_002"",""2018_3811326__event_001""]",5,1,0.73849062856777,1,22,56,70,2,1,1
tokyo_348682_semantic,348682,semantic,22,5,"[""2018_3811335__event_002"",""2018_3811312__event_002"",""2018_3811346__event_002"",""2018_3811326__event_003"",""2018_3811346__event_001""]",5,1,0.722977775958069,1,22,56,70,2,2,0
tokyo_348682_temporal_spatial,348682,temporal_spatial,22,5,"[""2018_3811312__event_002"",""2018_3811312__event_001"",""2018_3811320__event_001"",""2018_3811320__event_002"",""2018_3811349__event_003""]",5,1,0.719743190160508,1,22,56,70,2,2,0
tokyo_350248_relational_after,350248,relational_after,54,5,"[""2018_3820531__event_001"",""2018_3820539__event_002"",""2018_3820563__event_001"",""2018_3820539__event_001"",""2018_3820531__event_002""]",5,1,0.730896279908649,1,54,136,175,2,1,1
tokyo_350248_semantic,350248,semantic,54,5,"[""2018_3820558__event_002"",""2018_3820535__event_001"",""2018_3820543__event_002"",""2018_3820524__event_003"",""2018_3820543__event_001""]",5,1,0.738344564628568,1,54,136,175,2,1,1
tokyo_350248_temporal_spatial,350248,temporal_spatial,54,5,"[""2018_3820551__event_002"",""2018_3820562__event_001"",""2018_3820557__event_001"",""2018_3820554__event_002"",""2018_3820526__event_001""]",5,1,0.730639156783973,1,54,136,175,2,2,0
tokyo_356419_relational_after,356419,relational_after,33,5,"[""2018_3855579__event_002"",""2018_3855585__event_002"",""2018_3855579__event_001"",""2018_3855574__event_003"",""2018_3855574__event_002""]",5,1,0.746039517379438,1,33,67,98,1,1,0
tokyo_356419_semantic,356419,semantic,33,5,"[""2018_3855580__event_001"",""2018_3855585__event_002"",""2018_3855594__event_001"",""2018_3855579__event_002"",""2018_3855570__event_002""]",5,1,0.721570362040735,1,33,67,98,1,1,0
tokyo_356419_temporal_spatial,356419,temporal_spatial,33,5,"[""2018_3855575__event_002"",""2018_3855570__event_002"",""2018_3855580__event_001"",""2018_3855594__event_001"",""2018_3855570__event_001""]",5,1,0.721881003087629,1,33,67,98,1,1,0
tokyo_35718_relational_after,35718,relational_after,26,5,"[""2018_727120__event_002"",""2018_727117__event_001"",""2018_727114__event_001"",""2018_727143__event_001"",""2018_727129__event_001""]",5,1,0.742516599781821,1,26,63,81,2,1,1
tokyo_35718_semantic,35718,semantic,26,5,"[""2018_727082__event_002"",""2018_727082__event_003"",""2018_727120__event_003"",""2018_727085__event_001"",""2018_727082__event_001""]",5,1,0.729882008871537,1,26,63,81,2,2,0
tokyo_35718_temporal_spatial,35718,temporal_spatial,26,5,"[""2018_727120__event_002"",""2018_727120__event_003"",""2018_727143__event_002"",""2018_727143__event_001"",""2018_727082__event_002""]",5,1,0.743366646961469,1,26,63,81,2,1,1
tokyo_362630_relational_after,362630,relational_after,24,5,"[""2018_3889086__event_003"",""2018_3889086__event_002"",""2018_3889076__event_002"",""2018_3889086__event_001"",""2018_3889095__event_002""]",5,1,0.723676154537037,1,24,77,84,6,1,5
tokyo_362630_semantic,362630,semantic,24,5,"[""2018_3889093__event_002"",""2018_3889095__event_002"",""2018_3889086__event_002"",""2018_3889095__event_001"",""2018_3889075__event_001""]",5,1,0.721766767985053,1,24,77,84,6,3,3
tokyo_362630_temporal_spatial,362630,temporal_spatial,24,5,"[""2018_3889095__event_002"",""2018_3889086__event_002"",""2018_3889072__event_002"",""2018_3889093__event_002"",""2018_3889095__event_001""]",5,1,0.720697199926427,1,24,77,84,6,2,4
tokyo_36487_relational_after,36487,relational_after,54,5,"[""2018_741708__event_002"",""2018_741708__event_003"",""2018_741699__event_002"",""2018_741716__event_001"",""2018_741716__event_002""]",5,1,0.748108868257945,1,54,138,188,1,1,0
tokyo_36487_semantic,36487,semantic,54,5,"[""2018_741721__event_001"",""2018_741721__event_002"",""2018_741712__event_004"",""2018_741712__event_003"",""2018_741722__event_001""]",5,1,0.751549569429756,1,54,138,188,1,1,0
tokyo_36487_temporal_spatial,36487,temporal_spatial,54,5,"[""2018_741640__event_001"",""2018_741726__event_003"",""2018_741700__event_001"",""2018_741725__event_005"",""2018_741716__event_001""]",5,1,0.723716947153921,1,54,138,188,1,1,0
tokyo_365381_relational_after,365381,relational_after,24,5,"[""2018_3903074__event_002"",""2018_3903075__event_001"",""2018_3903075__event_003"",""2018_3903071__event_002"",""2018_3903074__event_001""]",5,1,0.743069868166268,1,24,65,76,3,1,2
tokyo_365381_semantic,365381,semantic,24,5,"[""2018_3903070__event_001"",""2018_3903074__event_003"",""2018_3903077__event_001"",""2018_3903084__event_002"",""2018_3903088__event_002""]",5,1,0.723996922805597,1,24,65,76,3,3,0
