event_id,user_id,trail_id,venue_id,timestamp,name,venue_category,venue_city,address,previous_event_id,previous_place,next_event_id,next_place,is_high_memory_load,event_text
2018_1909137__event_002,109617,2018_1909137,1425,2018-01-27 09:58:00,JR 橋本駅 (JR Hashimoto Sta.),Train Station,Hachiōji,緑区橋本6-1-25,2018_1909137__event_001,究極ラーメン 横濱家 相模原店,,,True,"On January 27, 2018 at 09:58, the user visited JR 橋本駅 (JR Hashimoto Sta.), a Train Station in Hachiōji. Address: 緑区橋本6-1-25. Previous place: 究極ラーメン 横濱家 相模原店."
2018_1909138__event_001,109617,2018_1909138,4138,2018-02-03 04:00:00,台湾料理 龍華 相模原店,Taiwanese Restaurant,Hachiōji,緑区大島37-3,,,2018_1909138__event_002,カインズ 城山店,True,"On February 3, 2018 at 04:00, the user visited 台湾料理 龍華 相模原店, a Taiwanese Restaurant in Hachiōji. Address: 緑区大島37-3. Next place: カインズ 城山店."
2018_1909138__event_002,109617,2018_1909138,558,2018-02-03 04:28:00,カインズ 城山店,Furniture / Home Store,Hachiōji,緑区向原3-9-7,2018_1909138__event_001,台湾料理 龍華 相模原店,,,True,"On February 3, 2018 at 04:28, the user visited カインズ 城山店, a Furniture / Home Store in Hachiōji. Address: 緑区向原3-9-7. Previous place: 台湾料理 龍華 相模原店."
2018_1909143__event_001,109617,2018_1909143,358,2018-02-24 08:04:00,鳥居原ふれあいの館,Farmers Market,Hachiōji,緑区鳥屋1674,,,2018_1909143__event_002,オギノパン 本社工場直売店,True,"On February 24, 2018 at 08:04, the user visited 鳥居原ふれあいの館, a Farmers Market in Hachiōji. Address: 緑区鳥屋1674. Next place: オギノパン 本社工場直売店."
2018_1909143__event_002,109617,2018_1909143,1254,2018-02-24 08:18:00,オギノパン 本社工場直売店,Bakery,Hachiōji,緑区長竹2841,2018_1909143__event_001,鳥居原ふれあいの館,,,True,"On February 24, 2018 at 08:18, the user visited オギノパン 本社工場直売店, a Bakery in Hachiōji. Address: 緑区長竹2841. Previous place: 鳥居原ふれあいの館."
2018_1909144__event_001,109617,2018_1909144,1378,2018-02-25 09:13:00,ガレージオフ 相模原店,Hobby Shop,Hachiōji,中央区相模原8-4-15,,,2018_1909144__event_002,イトーヨーカドー,True,"On February 25, 2018 at 09:13, the user visited ガレージオフ 相模原店, a Hobby Shop in Hachiōji. Address: 中央区相模原8-4-15. Next place: イトーヨーカドー."
2018_1909144__event_002,109617,2018_1909144,2857,2018-02-25 09:53:00,イトーヨーカドー,Supermarket,Hachiōji,緑区大山町1-22,2018_1909144__event_001,ガレージオフ 相模原店,,,True,"On February 25, 2018 at 09:53, the user visited イトーヨーカドー, a Supermarket in Hachiōji. Address: 緑区大山町1-22. Previous place: ガレージオフ 相模原店."
2018_1909148__event_001,109617,2018_1909148,558,2018-03-11 01:08:00,カインズ 城山店,Furniture / Home Store,Hachiōji,緑区向原3-9-7,,,2018_1909148__event_002,イーアス高尾,True,"On March 11, 2018 at 01:08, the user visited カインズ 城山店, a Furniture / Home Store in Hachiōji. Address: 緑区向原3-9-7. Next place: イーアス高尾."
2018_1909148__event_002,109617,2018_1909148,4230,2018-03-11 06:46:00,イーアス高尾,Shopping Mall,Hachiōji,東浅川町550-1,2018_1909148__event_001,カインズ 城山店,,,True,"On March 11, 2018 at 06:46, the user visited イーアス高尾, a Shopping Mall in Hachiōji. Address: 東浅川町550-1. Previous place: カインズ 城山店."
2018_1909150__event_001,109617,2018_1909150,283,2018-03-19 08:30:00,イトーヨーカドー 八王子店,Supermarket,Hachiōji,狭間町1462-1,,,2018_1909150__event_002,ラーメン二郎 めじろ台店,True,"On March 19, 2018 at 08:30, the user visited イトーヨーカドー 八王子店, a Supermarket in Hachiōji. Address: 狭間町1462-1. Next place: ラーメン二郎 めじろ台店."
2018_1909150__event_002,109617,2018_1909150,4293,2018-03-19 09:31:00,ラーメン二郎 めじろ台店,Ramen Restaurant,Hachiōji,椚田町513-9,2018_1909150__event_001,イトーヨーカドー 八王子店,,,True,"On March 19, 2018 at 09:31, the user visited ラーメン二郎 めじろ台店, a Ramen Restaurant in Hachiōji. Address: 椚田町513-9. Previous place: イトーヨーカドー 八王子店."
2018_1909152__event_001,109617,2018_1909152,358,2018-03-26 07:02:00,鳥居原ふれあいの館,Farmers Market,Hachiōji,緑区鳥屋1674,,,2018_1909152__event_002,相模原2りんかん,True,"On March 26, 2018 at 07:02, the user visited 鳥居原ふれあいの館, a Farmers Market in Hachiōji. Address: 緑区鳥屋1674. Next place: 相模原2りんかん."
2018_1909152__event_002,109617,2018_1909152,4088,2018-03-26 09:53:00,相模原2りんかん,Motorcycle Shop,Hachiōji,中央区小山3-37-1,2018_1909152__event_001,鳥居原ふれあいの館,,,True,"On March 26, 2018 at 09:53, the user visited 相模原2りんかん, a Motorcycle Shop in Hachiōji. Address: 中央区小山3-37-1. Previous place: 鳥居原ふれあいの館."
2018_1909157__event_001,109617,2018_1909157,128,2018-04-01 06:59:00,りそな銀行 橋本支店,Bank,Hachiōji,緑区橋本3-30-3,,,2018_1909157__event_002,相模原2りんかん,True,"On April 1, 2018 at 06:59, the user visited りそな銀行 橋本支店, a Bank in Hachiōji. Address: 緑区橋本3-30-3. Next place: 相模原2りんかん."
2018_1909157__event_002,109617,2018_1909157,4088,2018-04-01 07:24:00,相模原2りんかん,Motorcycle Shop,Hachiōji,中央区小山3-37-1,2018_1909157__event_001,りそな銀行 橋本支店,2018_1909157__event_003,スーパーアルプス,True,"On April 1, 2018 at 07:24, the user visited 相模原2りんかん, a Motorcycle Shop in Hachiōji. Address: 中央区小山3-37-1. Previous place: りそな銀行 橋本支店. Next place: スーパーアルプス."
2018_1909157__event_003,109617,2018_1909157,3622,2018-04-01 08:49:00,スーパーアルプス,Supermarket,Hachiōji,緑区向原4-2-3,2018_1909157__event_002,相模原2りんかん,,,True,"On April 1, 2018 at 08:49, the user visited スーパーアルプス, a Supermarket in Hachiōji. Address: 緑区向原4-2-3. Previous place: 相模原2りんかん."
2018_1909158__event_001,109617,2018_1909158,2818,2018-04-02 01:10:00,相模原赤十字病院,Hospital,Hachiōji,緑区中野256,,,2018_1909158__event_002,城山総合事務所,True,"On April 2, 2018 at 01:10, the user visited 相模原赤十字病院, a Hospital in Hachiōji. Address: 緑区中野256. Next place: 城山総合事務所."
2018_1909158__event_002,109617,2018_1909158,1835,2018-04-02 04:06:00,城山総合事務所,Government Building,Hachiōji,緑区久保沢1-3-1,2018_1909158__event_001,相模原赤十字病院,2018_1909158__event_003,ファミリーマート 津久井宮が瀬店,True,"On April 2, 2018 at 04:06, the user visited 城山総合事務所, a Government Building in Hachiōji. Address: 緑区久保沢1-3-1. Previous place: 相模原赤十字病院. Next place: ファミリーマート 津久井宮が瀬店."
2018_1909158__event_003,109617,2018_1909158,4483,2018-04-02 11:05:00,ファミリーマート 津久井宮が瀬店,Convenience Store,Hachiōji,緑区鳥屋1402-1,2018_1909158__event_002,城山総合事務所,,,True,"On April 2, 2018 at 11:05, the user visited ファミリーマート 津久井宮が瀬店, a Convenience Store in Hachiōji. Address: 緑区鳥屋1402-1. Previous place: 城山総合事務所."
2018_1909167__event_001,109617,2018_1909167,2350,2018-04-27 08:51:00,ハードオフ/ホビーオフ,Thrift / Vintage Store,Hachiōji,みなみ野1-8-1,,,2018_1909167__event_002,ローソン 津久井長尾店,True,"On April 27, 2018 at 08:51, the user visited ハードオフ/ホビーオフ, a Thrift / Vintage Store in Hachiōji. Address: みなみ野1-8-1. Next place: ローソン 津久井長尾店."
2018_1909167__event_002,109617,2018_1909167,4058,2018-04-27 14:43:00,ローソン 津久井長尾店,Convenience Store,Hachiōji,緑区長竹405,2018_1909167__event_001,ハードオフ/ホビーオフ,,,True,"On April 27, 2018 at 14:43, the user visited ローソン 津久井長尾店, a Convenience Store in Hachiōji. Address: 緑区長竹405. Previous place: ハードオフ/ホビーオフ."
2018_1909174__event_001,109617,2018_1909174,934,2018-05-12 09:42:00,はま寿司,Sushi Restaurant,Hachiōji,緑区原宿2-1-30,,,2018_1909174__event_002,宮ヶ瀬 バス停,True,"On May 12, 2018 at 09:42, the user visited はま寿司, a Sushi Restaurant in Hachiōji. Address: 緑区原宿2-1-30. Next place: 宮ヶ瀬 バス停."
2018_1909174__event_002,109617,2018_1909174,2287,2018-05-12 12:17:00,宮ヶ瀬 バス停,Bus Station,Hachiōji,宮ケ瀬,2018_1909174__event_001,はま寿司,2018_1909174__event_003,セブンイレブン 相模原津久井三ケ木店,True,"On May 12, 2018 at 12:17, the user visited 宮ヶ瀬 バス停, a Bus Station in Hachiōji. Address: 宮ケ瀬. Previous place: はま寿司. Next place: セブンイレブン 相模原津久井三ケ木店."
2018_1909174__event_003,109617,2018_1909174,660,2018-05-12 14:31:00,セブンイレブン 相模原津久井三ケ木店,Convenience Store,Hachiōji,緑区三ケ木1604-1,2018_1909174__event_002,宮ヶ瀬 バス停,,,True,"On May 12, 2018 at 14:31, the user visited セブンイレブン 相模原津久井三ケ木店, a Convenience Store in Hachiōji. Address: 緑区三ケ木1604-1. Previous place: 宮ヶ瀬 バス停."
2018_1909175__event_001,109617,2018_1909175,2350,2018-05-14 08:23:00,ハードオフ/ホビーオフ,Thrift / Vintage Store,Hachiōji,みなみ野1-8-1,,,2018_1909175__event_002,ラーメン二郎 めじろ台店,True,"On May 14, 2018 at 08:23, the user visited ハードオフ/ホビーオフ, a Thrift / Vintage Store in Hachiōji. Address: みなみ野1-8-1. Next place: ラーメン二郎 めじろ台店."
2018_1909175__event_002,109617,2018_1909175,4293,2018-05-14 11:20:00,ラーメン二郎 めじろ台店,Ramen Restaurant,Hachiōji,椚田町513-9,2018_1909175__event_001,ハードオフ/ホビーオフ,,,True,"On May 14, 2018 at 11:20, the user visited ラーメン二郎 めじろ台店, a Ramen Restaurant in Hachiōji. Address: 椚田町513-9. Previous place: ハードオフ/ホビーオフ."
2018_1909177__event_001,109617,2018_1909177,512,2018-05-21 08:26:00,小倉橋,Bridge,Hachiōji,緑区谷ヶ原-小倉,,,2018_1909177__event_002,宮ヶ瀬 バス停,True,"On May 21, 2018 at 08:26, the user visited 小倉橋, a Bridge in Hachiōji. Address: 緑区谷ヶ原-小倉. Next place: 宮ヶ瀬 バス停."
2018_1909177__event_002,109617,2018_1909177,2287,2018-05-21 11:54:00,宮ヶ瀬 バス停,Bus Station,Hachiōji,宮ケ瀬,2018_1909177__event_001,小倉橋,2018_1909177__event_003,ファミリーマート 津久井宮が瀬店,True,"On May 21, 2018 at 11:54, the user visited 宮ヶ瀬 バス停, a Bus Station in Hachiōji. Address: 宮ケ瀬. Previous place: 小倉橋. Next place: ファミリーマート 津久井宮が瀬店."
2018_1909177__event_003,109617,2018_1909177,4483,2018-05-21 12:24:00,ファミリーマート 津久井宮が瀬店,Convenience Store,Hachiōji,緑区鳥屋1402-1,2018_1909177__event_002,宮ヶ瀬 バス停,2018_1909177__event_004,セブンイレブン 相模原津久井三ケ木店,True,"On May 21, 2018 at 12:24, the user visited ファミリーマート 津久井宮が瀬店, a Convenience Store in Hachiōji. Address: 緑区鳥屋1402-1. Previous place: 宮ヶ瀬 バス停. Next place: セブンイレブン 相模原津久井三ケ木店."
2018_1909177__event_004,109617,2018_1909177,660,2018-05-21 13:02:00,セブンイレブン 相模原津久井三ケ木店,Convenience Store,Hachiōji,緑区三ケ木1604-1,2018_1909177__event_003,ファミリーマート 津久井宮が瀬店,,,True,"On May 21, 2018 at 13:02, the user visited セブンイレブン 相模原津久井三ケ木店, a Convenience Store in Hachiōji. Address: 緑区三ケ木1604-1. Previous place: ファミリーマート 津久井宮が瀬店."
2018_1909178__event_001,109617,2018_1909178,433,2018-05-28 10:19:00,BOOKOFF 橋本津久井街道店,Used Bookstore,Hachiōji,緑区橋本8-27-7,,,2018_1909178__event_002,丸亀製麺,True,"On May 28, 2018 at 10:19, the user visited BOOKOFF 橋本津久井街道店, a Used Bookstore in Hachiōji. Address: 緑区橋本8-27-7. Next place: 丸亀製麺."
2018_1909178__event_002,109617,2018_1909178,629,2018-05-28 11:28:00,丸亀製麺,Udon Restaurant,Hachiōji,緑区谷ヶ原2-640-4,2018_1909178__event_001,BOOKOFF 橋本津久井街道店,,,True,"On May 28, 2018 at 11:28, the user visited 丸亀製麺, a Udon Restaurant in Hachiōji. Address: 緑区谷ヶ原2-640-4. Previous place: BOOKOFF 橋本津久井街道店."
2018_1909179__event_001,109617,2018_1909179,4543,2018-06-01 11:50:00,町田商店 城山店,Ramen Restaurant,Hachiōji,緑区原宿2-10-4,,,2018_1909179__event_002,ファミリーマート 津久井宮が瀬店,True,"On June 1, 2018 at 11:50, the user visited 町田商店 城山店, a Ramen Restaurant in Hachiōji. Address: 緑区原宿2-10-4. Next place: ファミリーマート 津久井宮が瀬店."
2018_1909179__event_002,109617,2018_1909179,4483,2018-06-01 12:49:00,ファミリーマート 津久井宮が瀬店,Convenience Store,Hachiōji,緑区鳥屋1402-1,2018_1909179__event_001,町田商店 城山店,2018_1909179__event_003,セブンイレブン 津久井青山店,True,"On June 1, 2018 at 12:49, the user visited ファミリーマート 津久井宮が瀬店, a Convenience Store in Hachiōji. Address: 緑区鳥屋1402-1. Previous place: 町田商店 城山店. Next place: セブンイレブン 津久井青山店."
2018_1909179__event_003,109617,2018_1909179,973,2018-06-01 14:06:00,セブンイレブン 津久井青山店,Convenience Store,Hachiōji,緑区青山827-1,2018_1909179__event_002,ファミリーマート 津久井宮が瀬店,,,True,"On June 1, 2018 at 14:06, the user visited セブンイレブン 津久井青山店, a Convenience Store in Hachiōji. Address: 緑区青山827-1. Previous place: ファミリーマート 津久井宮が瀬店."
2018_1909181__event_001,109617,2018_1909181,2345,2018-06-05 08:48:00,BOOKOFF SUPER BAZAAR,Thrift / Vintage Store,Hachiōji,みなみ野1-8-1,,,2018_1909181__event_002,,True,"On June 5, 2018 at 08:48, the user visited BOOKOFF SUPER BAZAAR, a Thrift / Vintage Store in Hachiōji. Address: みなみ野1-8-1."
2018_1909181__event_002,109617,2018_1909181,3625,2018-06-05 10:53:00,,Electronics Store,Hachiōji,,2018_1909181__event_001,BOOKOFF SUPER BAZAAR,,,True,"On June 5, 2018 at 10:53, the user recorded a travel event. Category: Electronics Store. City: Hachiōji. Previous place: BOOKOFF SUPER BAZAAR."
2018_1909184__event_001,109617,2018_1909184,1378,2018-06-13 08:35:00,ガレージオフ 相模原店,Hobby Shop,Hachiōji,中央区相模原8-4-15,,,2018_1909184__event_002,相模原2りんかん,True,"On June 13, 2018 at 08:35, the user visited ガレージオフ 相模原店, a Hobby Shop in Hachiōji. Address: 中央区相模原8-4-15. Next place: 相模原2りんかん."
2018_1909184__event_002,109617,2018_1909184,4088,2018-06-13 09:04:00,相模原2りんかん,Motorcycle Shop,Hachiōji,中央区小山3-37-1,2018_1909184__event_001,ガレージオフ 相模原店,,,True,"On June 13, 2018 at 09:04, the user visited 相模原2りんかん, a Motorcycle Shop in Hachiōji. Address: 中央区小山3-37-1. Previous place: ガレージオフ 相模原店."
2018_1909187__event_001,109617,2018_1909187,358,2018-06-24 07:03:00,鳥居原ふれあいの館,Farmers Market,Hachiōji,緑区鳥屋1674,,,2018_1909187__event_002,アリオ橋本,True,"On June 24, 2018 at 07:03, the user visited 鳥居原ふれあいの館, a Farmers Market in Hachiōji. Address: 緑区鳥屋1674. Next place: アリオ橋本."
2018_1909187__event_002,109617,2018_1909187,1281,2018-06-24 09:03:00,アリオ橋本,Shopping Mall,Hachiōji,緑区大山町1-22,2018_1909187__event_001,鳥居原ふれあいの館,,,True,"On June 24, 2018 at 09:03, the user visited アリオ橋本, a Shopping Mall in Hachiōji. Address: 緑区大山町1-22. Previous place: 鳥居原ふれあいの館."
2018_1909190__event_001,109617,2018_1909190,80,2018-07-02 12:05:00,道の駅 八王子滝山,Rest Area,Hachiōji,滝山町1-592-2,,,2018_1909190__event_002,町田商店 城山店,True,"On July 2, 2018 at 12:05, the user visited 道の駅 八王子滝山, a Rest Area in Hachiōji. Address: 滝山町1-592-2. Next place: 町田商店 城山店."
2018_1909190__event_002,109617,2018_1909190,4543,2018-07-02 14:03:00,町田商店 城山店,Ramen Restaurant,Hachiōji,緑区原宿2-10-4,2018_1909190__event_001,道の駅 八王子滝山,,,True,"On July 2, 2018 at 14:03, the user visited 町田商店 城山店, a Ramen Restaurant in Hachiōji. Address: 緑区原宿2-10-4. Previous place: 道の駅 八王子滝山."
2018_1909195__event_001,109617,2018_1909195,2350,2018-07-19 08:21:00,ハードオフ/ホビーオフ,Thrift / Vintage Store,Hachiōji,みなみ野1-8-1,,,2018_1909195__event_002,カインズ 城山店,True,"On July 19, 2018 at 08:21, the user visited ハードオフ/ホビーオフ, a Thrift / Vintage Store in Hachiōji. Address: みなみ野1-8-1. Next place: カインズ 城山店."
2018_1909195__event_002,109617,2018_1909195,558,2018-07-19 09:38:00,カインズ 城山店,Furniture / Home Store,Hachiōji,緑区向原3-9-7,2018_1909195__event_001,ハードオフ/ホビーオフ,,,True,"On July 19, 2018 at 09:38, the user visited カインズ 城山店, a Furniture / Home Store in Hachiōji. Address: 緑区向原3-9-7. Previous place: ハードオフ/ホビーオフ."
2018_1909198__event_001,109617,2018_1909198,558,2018-07-27 08:38:00,カインズ 城山店,Furniture / Home Store,Hachiōji,緑区向原3-9-7,,,2018_1909198__event_002,サイゼリヤ,True,"On July 27, 2018 at 08:38, the user visited カインズ 城山店, a Furniture / Home Store in Hachiōji. Address: 緑区向原3-9-7. Next place: サイゼリヤ."
2018_1909198__event_002,109617,2018_1909198,4011,2018-07-27 10:56:00,サイゼリヤ,Italian Restaurant,Hachiōji,緑区向原4-2-3,2018_1909198__event_001,カインズ 城山店,,,True,"On July 27, 2018 at 10:56, the user visited サイゼリヤ, a Italian Restaurant in Hachiōji. Address: 緑区向原4-2-3. Previous place: カインズ 城山店."
2018_1909199__event_001,109617,2018_1909199,1378,2018-08-01 02:38:00,ガレージオフ 相模原店,Hobby Shop,Hachiōji,中央区相模原8-4-15,,,2018_1909199__event_002,イレブンカット 城山店,True,"On August 1, 2018 at 02:38, the user visited ガレージオフ 相模原店, a Hobby Shop in Hachiōji. Address: 中央区相模原8-4-15. Next place: イレブンカット 城山店."
2018_1909199__event_002,109617,2018_1909199,3329,2018-08-01 03:29:00,イレブンカット 城山店,Salon / Barbershop,Hachiōji,緑区原宿3-1-7 2F,2018_1909199__event_001,ガレージオフ 相模原店,,,True,"On August 1, 2018 at 03:29, the user visited イレブンカット 城山店, a Salon / Barbershop in Hachiōji. Address: 緑区原宿3-1-7 2F. Previous place: ガレージオフ 相模原店."
2018_1909203__event_001,109617,2018_1909203,1254,2018-08-07 08:32:00,オギノパン 本社工場直売店,Bakery,Hachiōji,緑区長竹2841,,,2018_1909203__event_002,鳥居原ふれあいの館,True,"On August 7, 2018 at 08:32, the user visited オギノパン 本社工場直売店, a Bakery in Hachiōji. Address: 緑区長竹2841. Next place: 鳥居原ふれあいの館."
2018_1909203__event_002,109617,2018_1909203,358,2018-08-07 08:40:00,鳥居原ふれあいの館,Farmers Market,Hachiōji,緑区鳥屋1674,2018_1909203__event_001,オギノパン 本社工場直売店,,,True,"On August 7, 2018 at 08:40, the user visited 鳥居原ふれあいの館, a Farmers Market in Hachiōji. Address: 緑区鳥屋1674. Previous place: オギノパン 本社工場直売店."
2018_1909211__event_001,109617,2018_1909211,358,2018-08-19 07:34:00,鳥居原ふれあいの館,Farmers Market,Hachiōji,緑区鳥屋1674,,,2018_1909211__event_002,オギノパン 本社工場直売店,True,"On August 19, 2018 at 07:34, the user visited 鳥居原ふれあいの館, a Farmers Market in Hachiōji. Address: 緑区鳥屋1674. Next place: オギノパン 本社工場直売店."
2018_1909211__event_002,109617,2018_1909211,1254,2018-08-19 08:29:00,オギノパン 本社工場直売店,Bakery,Hachiōji,緑区長竹2841,2018_1909211__event_001,鳥居原ふれあいの館,,,True,"On August 19, 2018 at 08:29, the user visited オギノパン 本社工場直売店, a Bakery in Hachiōji. Address: 緑区長竹2841. Previous place: 鳥居原ふれあいの館."
2018_1909212__event_001,109617,2018_1909212,4293,2018-08-21 02:57:00,ラーメン二郎 めじろ台店,Ramen Restaurant,Hachiōji,椚田町513-9,,,2018_1909212__event_002,クリエイトSD,True,"On August 21, 2018 at 02:57, the user visited ラーメン二郎 めじろ台店, a Ramen Restaurant in Hachiōji. Address: 椚田町513-9. Next place: クリエイトSD."
2018_1909212__event_002,109617,2018_1909212,4381,2018-08-21 04:45:00,クリエイトSD,Drugstore,Hachiōji,緑区向原4-2-3,2018_1909212__event_001,ラーメン二郎 めじろ台店,,,True,"On August 21, 2018 at 04:45, the user visited クリエイトSD, a Drugstore in Hachiōji. Address: 緑区向原4-2-3. Previous place: ラーメン二郎 めじろ台店."
2018_1909213__event_001,109617,2018_1909213,558,2018-08-25 07:09:00,カインズ 城山店,Furniture / Home Store,Hachiōji,緑区向原3-9-7,,,2018_1909213__event_002,かみやショッピングセンター,True,"On August 25, 2018 at 07:09, the user visited カインズ 城山店, a Furniture / Home Store in Hachiōji. Address: 緑区向原3-9-7. Next place: かみやショッピングセンター."
2018_1909213__event_002,109617,2018_1909213,2430,2018-08-25 14:50:00,かみやショッピングセンター,Liquor Store,Hachiōji,緑区大島777,2018_1909213__event_001,カインズ 城山店,2018_1909213__event_003,ファミリーマート 津久井宮が瀬店,True,"On August 25, 2018 at 14:50, the user visited かみやショッピングセンター, a Liquor Store in Hachiōji. Address: 緑区大島777. Previous place: カインズ 城山店. Next place: ファミリーマート 津久井宮が瀬店."
2018_1909213__event_003,109617,2018_1909213,4483,2018-08-25 15:22:00,ファミリーマート 津久井宮が瀬店,Convenience Store,Hachiōji,緑区鳥屋1402-1,2018_1909213__event_002,かみやショッピングセンター,,,True,"On August 25, 2018 at 15:22, the user visited ファミリーマート 津久井宮が瀬店, a Convenience Store in Hachiōji. Address: 緑区鳥屋1402-1. Previous place: かみやショッピングセンター."
2018_1909214__event_001,109617,2018_1909214,479,2018-08-27 04:33:00,スーパーオートバックス八王子,Automotive Shop,Hachiōji,打越町2004-1,,,2018_1909214__event_002,ダイソー,True,"On August 27, 2018 at 04:33, the user visited スーパーオートバックス八王子, a Automotive Shop in Hachiōji. Address: 打越町2004-1. Next place: ダイソー."
2018_1909214__event_002,109617,2018_1909214,1144,2018-08-27 05:23:00,ダイソー,Discount Store,Hachiōji,緑区原宿3-8-15,2018_1909214__event_001,スーパーオートバックス八王子,2018_1909214__event_003,かみやショッピングセンター,True,"On August 27, 2018 at 05:23, the user visited ダイソー, a Discount Store in Hachiōji. Address: 緑区原宿3-8-15. Previous place: スーパーオートバックス八王子. Next place: かみやショッピングセンター."
2018_1909214__event_003,109617,2018_1909214,2430,2018-08-27 12:21:00,かみやショッピングセンター,Liquor Store,Hachiōji,緑区大島777,2018_1909214__event_002,ダイソー,2018_1909214__event_004,ローソン 津久井長尾店,True,"On August 27, 2018 at 12:21, the user visited かみやショッピングセンター, a Liquor Store in Hachiōji. Address: 緑区大島777. Previous place: ダイソー. Next place: ローソン 津久井長尾店."
2018_1909214__event_004,109617,2018_1909214,4058,2018-08-27 13:22:00,ローソン 津久井長尾店,Convenience Store,Hachiōji,緑区長竹405,2018_1909214__event_003,かみやショッピングセンター,,,True,"On August 27, 2018 at 13:22, the user visited ローソン 津久井長尾店, a Convenience Store in Hachiōji. Address: 緑区長竹405. Previous place: かみやショッピングセンター."
2018_1909365__event_001,109621,2018_1909365,4293,2017-10-06 11:37:00,ラーメン二郎 めじろ台店,Ramen Restaurant,Hachiōji,椚田町513-9,,,2018_1909365__event_002,ファミリーマート 八王子インター店,True,"On October 6, 2017 at 11:37, the user visited ラーメン二郎 めじろ台店, a Ramen Restaurant in Hachiōji. Address: 椚田町513-9. Next place: ファミリーマート 八王子インター店."
2018_1909365__event_002,109621,2018_1909365,4474,2017-10-06 13:23:00,ファミリーマート 八王子インター店,Convenience Store,Hachiōji,滝山町1-549-1,2018_1909365__event_001,ラーメン二郎 めじろ台店,,,True,"On October 6, 2017 at 13:23, the user visited ファミリーマート 八王子インター店, a Convenience Store in Hachiōji. Address: 滝山町1-549-1. Previous place: ラーメン二郎 めじろ台店."
2018_1909366__event_001,109621,2018_1909366,4485,2017-10-14 01:23:00,ローソン 八王子八日町店,Convenience Store,Hachiōji,八日町10‐1,,,2018_1909366__event_002,PLAZA,True,"On October 14, 2017 at 01:23, the user visited ローソン 八王子八日町店, a Convenience Store in Hachiōji. Address: 八日町10‐1. Next place: PLAZA."
2018_1909366__event_002,109621,2018_1909366,4359,2017-10-14 02:42:00,PLAZA,Gift Shop,Hachiōji,東浅川町550-1,2018_1909366__event_001,ローソン 八王子八日町店,,,True,"On October 14, 2017 at 02:42, the user visited PLAZA, a Gift Shop in Hachiōji. Address: 東浅川町550-1. Previous place: ローソン 八王子八日町店."
2018_1909367__event_001,109621,2018_1909367,524,2017-10-28 01:41:00,めじろ台駅 (KO50),Train Station,Hachiōji,めじろ台1-100-1,,,2018_1909367__event_002,大地食堂,True,"On October 28, 2017 at 01:41, the user visited めじろ台駅 (KO50), a Train Station in Hachiōji. Address: めじろ台1-100-1. Next place: 大地食堂."
2018_1909367__event_002,109621,2018_1909367,4378,2017-10-28 02:50:00,大地食堂,Diner,Hachiōji,東浅川町550-1,2018_1909367__event_001,めじろ台駅 (KO50),2018_1909367__event_003,ペットショップ ワンラブ イーアス高尾店,True,"On October 28, 2017 at 02:50, the user visited 大地食堂, a Diner in Hachiōji. Address: 東浅川町550-1. Previous place: めじろ台駅 (KO50). Next place: ペットショップ ワンラブ イーアス高尾店."
2018_1909367__event_003,109621,2018_1909367,4363,2017-10-28 03:16:00,ペットショップ ワンラブ イーアス高尾店,Pet Store,Hachiōji,東浅川町550-1,2018_1909367__event_002,大地食堂,,,True,"On October 28, 2017 at 03:16, the user visited ペットショップ ワンラブ イーアス高尾店, a Pet Store in Hachiōji. Address: 東浅川町550-1. Previous place: 大地食堂."
2018_1909368__event_001,109621,2018_1909368,1899,2017-11-03 02:15:00,スリーエフ 京王めじろ台駅前店,Convenience Store,Hachiōji,めじろ台2-1,,,2018_1909368__event_002,サンクス 北野駅北口店,True,"On November 3, 2017 at 02:15, the user visited スリーエフ 京王めじろ台駅前店, a Convenience Store in Hachiōji. Address: めじろ台2-1. Next place: サンクス 北野駅北口店."
2018_1909368__event_002,109621,2018_1909368,3144,2017-11-03 02:41:00,サンクス 北野駅北口店,Convenience Store,Hachiōji,打越町344-11,2018_1909368__event_001,スリーエフ 京王めじろ台駅前店,2018_1909368__event_003,マクドナルド,True,"On November 3, 2017 at 02:41, the user visited サンクス 北野駅北口店, a Convenience Store in Hachiōji. Address: 打越町344-11. Previous place: スリーエフ 京王めじろ台駅前店. Next place: マクドナルド."
2018_1909368__event_003,109621,2018_1909368,436,2017-11-03 02:52:00,マクドナルド,Fast Food Restaurant,Hachiōji,北野町545-3,2018_1909368__event_002,サンクス 北野駅北口店,2018_1909368__event_004,整体院おかべ,True,"On November 3, 2017 at 02:52, the user visited マクドナルド, a Fast Food Restaurant in Hachiōji. Address: 北野町545-3. Previous place: サンクス 北野駅北口店. Next place: 整体院おかべ."
2018_1909368__event_004,109621,2018_1909368,4508,2017-11-03 04:30:00,整体院おかべ,Mental Health Office,Hachiōji,横川町190-1,2018_1909368__event_003,マクドナルド,2018_1909368__event_005,ごみパソ看板（ごみパソ旧店舗跡）,True,"On November 3, 2017 at 04:30, the user visited 整体院おかべ, a Mental Health Office in Hachiōji. Address: 横川町190-1. Previous place: マクドナルド. Next place: ごみパソ看板（ごみパソ旧店舗跡）."
