query_id,user_id,benchmark_tier,query_type,cue_previous_place,cue_category,anchor_event_count,anchor_event_ids,next_successor_count,next_successor_event_ids,category_matched_candidate_count,category_matched_event_ids,uniquely_selected_event_id,candidate_status,is_high_memory_load
tokyo_45189_relational_after,45189,core,relational_after,昭島温泉 湯楽の里,Bowling Alley,1,"[""2018_907314__event_002""]",1,"[""2018_907314__event_003""]",1,"[""2018_907314__event_003""]",2018_907314__event_003,unique_candidate,False
tokyo_45205_relational_after,45205,core,relational_after,ドン・キホーテ,Ramen Restaurant,12,"[""2018_907468__event_002"",""2018_907470__event_001"",""2018_907479__event_002"",""2018_907481__event_002"",""2018_907489__event_001"",""2018_907495__event_001"",""2018_907497__event_001"",""2018_907498__event_002"",""2018_907549__event_001"",""2018_907559__event_001"",""2018_907560__event_004"",""2018_907566__event_001""]",9,"[""2018_907470__event_002"",""2018_907479__event_003"",""2018_907489__event_002"",""2018_907495__event_002"",""2018_907497__event_002"",""2018_907549__event_002"",""2018_907559__event_002"",""2018_907560__event_005"",""2018_907566__event_002""]",1,"[""2018_907559__event_002""]",2018_907559__event_002,unique_candidate,True
tokyo_50046_relational_after,50046,core,relational_after,スーパーオートバックス SA羽村店,Furniture / Home Store,3,"[""2018_1003981__event_002"",""2018_1003995__event_001"",""2018_1004059__event_001""]",2,"[""2018_1003995__event_002"",""2018_1004059__event_002""]",1,"[""2018_1004059__event_002""]",2018_1004059__event_002,unique_candidate,True
tokyo_51031_relational_after,51031,core,relational_after,西八王子駅 (Nishi-Hachiōji Sta.) (JC23),Train Station,1,"[""2018_1023518__event_001""]",1,"[""2018_1023518__event_002""]",1,"[""2018_1023518__event_002""]",2018_1023518__event_002,unique_candidate,True
tokyo_51516_relational_after,51516,core,relational_after,ヨドバシカメラ 八王子店,Rest Area,1,"[""2018_1033040__event_001""]",1,"[""2018_1033040__event_002""]",1,"[""2018_1033040__event_002""]",2018_1033040__event_002,unique_candidate,False
tokyo_52894_relational_after,52894,core,relational_after,八王子駅 (Hachiōji Sta.),Vape Store,2,"[""2018_1058960__event_001"",""2018_1058980__event_001""]",2,"[""2018_1058960__event_002"",""2018_1058980__event_002""]",1,"[""2018_1058960__event_002""]",2018_1058960__event_002,unique_candidate,False
tokyo_53205_relational_after,53205,core,relational_after,イオンモール日の出,Convenience Store,6,"[""2018_1065504__event_001"",""2018_1065516__event_001"",""2018_1065530__event_002"",""2018_1065531__event_001"",""2018_1065533__event_001"",""2018_1065540__event_003""]",5,"[""2018_1065504__event_002"",""2018_1065516__event_002"",""2018_1065530__event_003"",""2018_1065531__event_002"",""2018_1065533__event_002""]",1,"[""2018_1065533__event_002""]",2018_1065533__event_002,unique_candidate,False
tokyo_53405_relational_after,53405,core,relational_after,ガーデンステージ,Udon Restaurant,1,"[""2018_1069059__event_002""]",1,"[""2018_1069059__event_003""]",1,"[""2018_1069059__event_003""]",2018_1069059__event_003,unique_candidate,False
tokyo_55985_relational_after,55985,core,relational_after,カラオケまねきねこ,Ramen Restaurant,1,"[""2018_1115816__event_001""]",1,"[""2018_1115816__event_002""]",1,"[""2018_1115816__event_002""]",2018_1115816__event_002,unique_candidate,False
tokyo_59554_relational_after,59554,core,relational_after,南橋本3丁目交差点,Supermarket,1,"[""2018_1176858__event_001""]",1,"[""2018_1176858__event_002""]",1,"[""2018_1176858__event_002""]",2018_1176858__event_002,unique_candidate,False
tokyo_60393_relational_after,60393,core,relational_after,昭島市役所,BBQ Joint,5,"[""2018_1190499__event_005"",""2018_1190501__event_002"",""2018_1190515__event_001"",""2018_1190533__event_002"",""2018_1190539__event_001""]",3,"[""2018_1190499__event_006"",""2018_1190515__event_002"",""2018_1190539__event_002""]",1,"[""2018_1190515__event_002""]",2018_1190515__event_002,unique_candidate,True
tokyo_70564_relational_after,70564,core,relational_after,北原国際病院,Ramen Restaurant,1,"[""2018_1332637__event_001""]",1,"[""2018_1332637__event_002""]",1,"[""2018_1332637__event_002""]",2018_1332637__event_002,unique_candidate,True
tokyo_70703_relational_after,70703,core,relational_after,アリオ橋本,Chinese Restaurant,1,"[""2018_1335107__event_001""]",1,"[""2018_1335107__event_002""]",1,"[""2018_1335107__event_002""]",2018_1335107__event_002,unique_candidate,False
tokyo_72210_relational_after,72210,core,relational_after,バーガーキング (Burger King),Ramen Restaurant,2,"[""2018_1357866__event_001"",""2018_1357875__event_002""]",2,"[""2018_1357866__event_002"",""2018_1357875__event_003""]",1,"[""2018_1357875__event_003""]",2018_1357875__event_003,unique_candidate,False
tokyo_72444_relational_after,72444,core,relational_after,マクドナルド,Bus Station,1,"[""2018_1361355__event_004""]",1,"[""2018_1361355__event_005""]",1,"[""2018_1361355__event_005""]",2018_1361355__event_005,unique_candidate,False
tokyo_74188_relational_after,74188,core,relational_after,羽村市役所,Government Building,1,"[""2018_1388327__event_002""]",1,"[""2018_1388327__event_003""]",1,"[""2018_1388327__event_003""]",2018_1388327__event_003,unique_candidate,False
tokyo_74982_relational_after,74982,core,relational_after,ロイヤルホスト,Korean Restaurant,2,"[""2018_1402555__event_003"",""2018_1402558__event_001""]",1,"[""2018_1402558__event_002""]",1,"[""2018_1402558__event_002""]",2018_1402558__event_002,unique_candidate,False
tokyo_78286_relational_after,78286,core,relational_after,イオンモール日の出,Fire Station,1,"[""2018_1453204__event_001""]",1,"[""2018_1453204__event_002""]",1,"[""2018_1453204__event_002""]",2018_1453204__event_002,unique_candidate,True
tokyo_79139_relational_after,79139,core,relational_after,メディアホール,Udon Restaurant,2,"[""2018_1466942__event_002"",""2018_1466945__event_001""]",2,"[""2018_1466942__event_003"",""2018_1466945__event_002""]",1,"[""2018_1466945__event_002""]",2018_1466945__event_002,unique_candidate,False
tokyo_79719_relational_after,79719,core,relational_after,マクドナルド,Trade School,2,"[""2018_1475337__event_001"",""2018_1475389__event_003""]",1,"[""2018_1475337__event_002""]",1,"[""2018_1475337__event_002""]",2018_1475337__event_002,unique_candidate,True
tokyo_80051_relational_after,80051,core,relational_after,五ノ神社,Gas Station,1,"[""2018_1480024__event_001""]",1,"[""2018_1480024__event_002""]",1,"[""2018_1480024__event_002""]",2018_1480024__event_002,unique_candidate,False
tokyo_80415_relational_after,80415,core,relational_after,高尾駅 (Takao Sta.),Train Station,1,"[""2018_1485522__event_002""]",1,"[""2018_1485522__event_003""]",1,"[""2018_1485522__event_003""]",2018_1485522__event_003,unique_candidate,False
tokyo_80480_relational_after,80480,core,relational_after,麺や 樽座,Chinese Restaurant,1,"[""2018_1486542__event_001""]",1,"[""2018_1486542__event_002""]",1,"[""2018_1486542__event_002""]",2018_1486542__event_002,unique_candidate,False
tokyo_86988_relational_after,86988,core,relational_after,からやま,Bike Shop,1,"[""2018_1596296__event_001""]",1,"[""2018_1596296__event_002""]",1,"[""2018_1596296__event_002""]",2018_1596296__event_002,unique_candidate,True
tokyo_88625_relational_after,88625,core,relational_after,拝島駅 (Haijima Sta.),Spa,2,"[""2018_1619225__event_003"",""2018_1619235__event_003""]",1,"[""2018_1619235__event_004""]",1,"[""2018_1619235__event_004""]",2018_1619235__event_004,unique_candidate,False
tokyo_88793_relational_after,88793,core,relational_after,福島商店,Nightclub,1,"[""2018_1621573__event_001""]",1,"[""2018_1621573__event_002""]",1,"[""2018_1621573__event_002""]",2018_1621573__event_002,unique_candidate,True
