query_id,user_id,query_type,target_event_id,target_is_dense_top5,e5_dense_target_rank,top5_raw_ppr_target_rank,top5_ppr_rrf_target_rank,all_event_raw_ppr_target_rank,all_event_ppr_rrf_target_rank,e5_dense_reciprocal_rank,top5_raw_ppr_reciprocal_rank,top5_ppr_rrf_reciprocal_rank,all_event_raw_ppr_reciprocal_rank,all_event_ppr_rrf_reciprocal_rank,e5_dense_top1_event_id,top5_raw_ppr_top1_event_id,top5_ppr_rrf_top1_event_id,all_event_raw_ppr_top1_event_id,all_event_ppr_rrf_top1_event_id,all_rrf_rank_gain_vs_dense,all_rrf_rank_gain_vs_top5_rrf,all_raw_rank_gain_vs_top5_raw
tokyo_156873_relational_after,156873,relational_after,2018_2498120__event_002,True,1,2,2,19,2,1.0000000000,0.5000000000,0.5000000000,0.0526315789,0.5000000000,2018_2498120__event_002,2018_2498120__event_001,2018_2498120__event_001,2018_2498143__event_002,2018_2498143__event_002,-1,0,-17
tokyo_156873_semantic,156873,semantic,2018_2498146__event_002,True,1,1,1,22,2,1.0000000000,1.0000000000,1.0000000000,0.0454545455,0.5000000000,2018_2498146__event_002,2018_2498146__event_002,2018_2498146__event_002,2018_2498147__event_002,2018_2498135__event_002,-1,-1,-21
tokyo_156873_temporal_spatial,156873,temporal_spatial,2018_2498138__event_001,True,1,1,1,32,5,1.0000000000,1.0000000000,1.0000000000,0.0312500000,0.2000000000,2018_2498138__event_001,2018_2498138__event_001,2018_2498138__event_001,2018_2498143__event_002,2018_2498143__event_002,-4,-4,-31
tokyo_167728_relational_after,167728,relational_after,2018_2604406__event_002,True,1,1,1,13,3,1.0000000000,1.0000000000,1.0000000000,0.0769230769,0.3333333333,2018_2604406__event_002,2018_2604406__event_002,2018_2604406__event_002,2018_2604352__event_003,2018_2604352__event_003,-2,-2,-12
tokyo_167728_semantic,167728,semantic,2018_2604362__event_001,True,1,2,2,19,5,1.0000000000,0.5000000000,0.5000000000,0.0526315789,0.2000000000,2018_2604362__event_001,2018_2604345__event_002,2018_2604345__event_002,2018_2604349__event_002,2018_2604362__event_002,-4,-3,-17
tokyo_167728_temporal_spatial,167728,temporal_spatial,2018_2604345__event_001,True,1,1,1,16,4,1.0000000000,1.0000000000,1.0000000000,0.0625000000,0.2500000000,2018_2604345__event_001,2018_2604345__event_001,2018_2604345__event_001,2018_2604349__event_002,2018_2604362__event_002,-3,-3,-15
tokyo_169053_relational_after,169053,relational_after,2018_2620302__event_002,True,2,3,2,2,2,0.5000000000,0.3333333333,0.5000000000,0.5000000000,0.5000000000,2018_2620268__event_001,2018_2620268__event_001,2018_2620268__event_001,2018_2620285__event_002,2018_2620285__event_002,0,0,1
tokyo_169053_semantic,169053,semantic,2018_2620254__event_001,True,1,1,1,4,1,1.0000000000,1.0000000000,1.0000000000,0.2500000000,1.0000000000,2018_2620254__event_001,2018_2620254__event_001,2018_2620254__event_001,2018_2620302__event_002,2018_2620254__event_001,0,0,-3
tokyo_169053_temporal_spatial,169053,temporal_spatial,2018_2620302__event_004,True,1,2,1,17,9,1.0000000000,0.5000000000,1.0000000000,0.0588235294,0.1111111111,2018_2620302__event_004,2018_2620302__event_003,2018_2620302__event_004,2018_2620285__event_002,2018_2620302__event_003,-8,-8,-15
tokyo_171659_relational_after,171659,relational_after,2018_2647177__event_004,True,1,2,2,5,3,1.0000000000,0.5000000000,0.5000000000,0.2000000000,0.3333333333,2018_2647177__event_004,2018_2647177__event_003,2018_2647177__event_003,2018_2647177__event_003,2018_2647177__event_003,-2,-1,-3
tokyo_171659_semantic,171659,semantic,2018_2647186__event_001,True,1,2,1,13,3,1.0000000000,0.5000000000,1.0000000000,0.0769230769,0.3333333333,2018_2647186__event_001,2018_2647186__event_002,2018_2647186__event_001,2018_2647186__event_002,2018_2647186__event_002,-2,-2,-11
tokyo_171659_temporal_spatial,171659,temporal_spatial,2018_2647196__event_002,True,3,1,1,5,2,0.3333333333,1.0000000000,1.0000000000,0.2000000000,0.5000000000,2018_2647199__event_002,2018_2647196__event_002,2018_2647196__event_002,2018_2647182__event_002,2018_2647182__event_002,1,-1,-4
tokyo_178798_relational_after,178798,relational_after,2018_2707923__event_002,True,2,2,2,3,3,0.5000000000,0.5000000000,0.5000000000,0.3333333333,0.3333333333,2018_2707923__event_001,2018_2707923__event_001,2018_2707923__event_001,2018_2707932__event_002,2018_2707923__event_001,-1,-1,-1
tokyo_178798_semantic,178798,semantic,2018_2707928__event_001,True,1,1,1,3,1,1.0000000000,1.0000000000,1.0000000000,0.3333333333,1.0000000000,2018_2707928__event_001,2018_2707928__event_001,2018_2707928__event_001,2018_2707932__event_002,2018_2707928__event_001,0,0,-2
tokyo_178798_temporal_spatial,178798,temporal_spatial,2018_2707945__event_002,True,3,1,2,3,2,0.3333333333,1.0000000000,0.5000000000,0.3333333333,0.5000000000,2018_2707928__event_002,2018_2707945__event_002,2018_2707928__event_002,2018_2707932__event_002,2018_2707928__event_002,1,0,-2
tokyo_19379_relational_after,19379,relational_after,2018_395480__event_002,True,1,3,2,5,1,1.0000000000,0.3333333333,0.5000000000,0.2000000000,1.0000000000,2018_395480__event_002,2018_395480__event_001,2018_395480__event_001,2018_395325__event_002,2018_395480__event_002,0,1,-2
tokyo_19379_semantic,19379,semantic,2018_395327__event_001,True,1,1,1,18,5,1.0000000000,1.0000000000,1.0000000000,0.0555555556,0.2000000000,2018_395327__event_001,2018_395327__event_001,2018_395327__event_001,2018_395325__event_002,2018_395404__event_002,-4,-4,-17
tokyo_19379_temporal_spatial,19379,temporal_spatial,2018_395294__event_001,True,5,4,4,9,5,0.2000000000,0.2500000000,0.2500000000,0.1111111111,0.2000000000,2018_395452__event_002,2018_395452__event_002,2018_395452__event_002,2018_395374__event_002,2018_395452__event_002,0,-1,-5
tokyo_210254_relational_after,210254,relational_after,2018_2949678__event_002,True,2,1,2,4,2,0.5000000000,1.0000000000,0.5000000000,0.2500000000,0.5000000000,2018_2949678__event_001,2018_2949678__event_002,2018_2949678__event_001,2018_2949690__event_002,2018_2949678__event_001,0,0,-3
tokyo_210254_semantic,210254,semantic,2018_2949690__event_002,True,1,5,2,1,1,1.0000000000,0.2000000000,0.5000000000,1.0000000000,1.0000000000,2018_2949690__event_002,2018_2949696__event_002,2018_2949696__event_003,2018_2949690__event_002,2018_2949690__event_002,0,1,4
tokyo_210254_temporal_spatial,210254,temporal_spatial,2018_2949696__event_002,True,1,3,2,1,1,1.0000000000,0.3333333333,0.5000000000,1.0000000000,1.0000000000,2018_2949696__event_002,2018_2949693__event_002,2018_2949693__event_002,2018_2949696__event_002,2018_2949696__event_002,0,1,2
tokyo_223807_relational_after,223807,relational_after,2018_3045880__event_002,True,1,1,1,5,2,1.0000000000,1.0000000000,1.0000000000,0.2000000000,0.5000000000,2018_3045880__event_002,2018_3045880__event_002,2018_3045880__event_002,2018_3045879__event_003,2018_3045879__event_003,-1,-1,-4
tokyo_223807_semantic,223807,semantic,2018_3045890__event_001,True,2,4,3,12,4,0.5000000000,0.2500000000,0.3333333333,0.0833333333,0.2500000000,2018_3045900__event_001,2018_3045900__event_002,2018_3045900__event_001,2018_3045878__event_002,2018_3045895__event_001,-2,-1,-8
tokyo_223807_temporal_spatial,223807,temporal_spatial,2018_3045877__event_001,True,5,4,5,6,5,0.2000000000,0.2500000000,0.2000000000,0.1666666667,0.2000000000,2018_3045890__event_002,2018_3045888__event_002,2018_3045888__event_002,2018_3045878__event_002,2018_3045888__event_002,0,0,-2
tokyo_2309_relational_after,2309,relational_after,2018_50057__event_002,True,1,1,1,1,1,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,2018_50057__event_002,2018_50057__event_002,2018_50057__event_002,2018_50057__event_002,2018_50057__event_002,0,0,0
tokyo_2309_semantic,2309,semantic,2018_50056__event_002,True,1,5,4,7,3,1.0000000000,0.2000000000,0.2500000000,0.1428571429,0.3333333333,2018_50056__event_002,2018_50033__event_002,2018_50035__event_003,2018_50033__event_002,2018_50033__event_002,-2,1,-2
tokyo_2309_temporal_spatial,2309,temporal_spatial,2018_50060__event_002,True,1,1,1,10,2,1.0000000000,1.0000000000,1.0000000000,0.1000000000,0.5000000000,2018_50060__event_002,2018_50060__event_002,2018_50060__event_002,2018_50033__event_002,2018_50051__event_002,-1,-1,-9
tokyo_23925_relational_after,23925,relational_after,2018_485898__event_002,True,2,2,2,6,3,0.5000000000,0.5000000000,0.5000000000,0.1666666667,0.3333333333,2018_485898__event_001,2018_485898__event_001,2018_485898__event_001,2018_485933__event_002,2018_485933__event_002,-1,-1,-4
tokyo_23925_semantic,23925,semantic,2018_485892__event_002,True,1,1,1,7,2,1.0000000000,1.0000000000,1.0000000000,0.1428571429,0.5000000000,2018_485892__event_002,2018_485892__event_002,2018_485892__event_002,2018_485933__event_002,2018_485933__event_002,-1,-1,-6
tokyo_23925_temporal_spatial,23925,temporal_spatial,2018_485898__event_002,True,1,2,2,6,1,1.0000000000,0.5000000000,0.5000000000,0.1666666667,1.0000000000,2018_485898__event_002,2018_485892__event_002,2018_485892__event_002,2018_485887__event_002,2018_485898__event_002,0,1,-4
tokyo_24620_relational_after,24620,relational_after,2018_500321__event_002,False,23,6,9,28,31,0.0434782609,0.1666666667,0.1111111111,0.0357142857,0.0322580645,2018_500321__event_001,2018_500321__event_001,2018_500321__event_001,2018_500318__event_002,2018_500318__event_002,-8,-22,-22
tokyo_24620_temporal_spatial,24620,temporal_spatial,2018_500374__event_002,True,1,1,1,25,5,1.0000000000,1.0000000000,1.0000000000,0.0400000000,0.2000000000,2018_500374__event_002,2018_500374__event_002,2018_500374__event_002,2018_500367__event_002,2018_500367__event_002,-4,-4,-24
tokyo_24664_relational_after,24664,relational_after,2018_501939__event_007,True,1,2,2,1,1,1.0000000000,0.5000000000,0.5000000000,1.0000000000,1.0000000000,2018_501939__event_007,2018_501939__event_006,2018_501939__event_006,2018_501939__event_007,2018_501939__event_007,0,1,1
tokyo_24664_semantic,24664,semantic,2018_501969__event_001,True,5,5,5,25,8,0.2000000000,0.2000000000,0.2000000000,0.0400000000,0.1250000000,2018_501938__event_002,2018_501939__event_008,2018_501939__event_008,2018_501939__event_008,2018_501939__event_008,-3,-3,-20
tokyo_24664_temporal_spatial,24664,temporal_spatial,2018_501965__event_001,False,17,25,17,37,26,0.0588235294,0.0400000000,0.0588235294,0.0270270270,0.0384615385,2018_501939__event_008,2018_501939__event_008,2018_501939__event_008,2018_501939__event_008,2018_501939__event_008,-9,-9,-12
tokyo_24765_relational_after,24765,relational_after,2018_504026__event_003,True,2,2,2,13,4,0.5000000000,0.5000000000,0.5000000000,0.0769230769,0.2500000000,2018_504026__event_002,2018_504026__event_002,2018_504026__event_002,2018_504026__event_002,2018_504026__event_002,-2,-2,-11
tokyo_24765_semantic,24765,semantic,2018_504006__event_002,True,1,3,1,6,1,1.0000000000,0.3333333333,1.0000000000,0.1666666667,1.0000000000,2018_504006__event_002,2018_504025__event_001,2018_504006__event_002,2018_504023__event_002,2018_504006__event_002,0,0,-3
tokyo_24765_temporal_spatial,24765,temporal_spatial,2018_504023__event_002,True,2,1,1,1,1,0.5000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,2018_504028__event_002,2018_504023__event_002,2018_504023__event_002,2018_504023__event_002,2018_504023__event_002,1,0,0
tokyo_254908_relational_after,254908,relational_after,2018_3245104__event_003,True,5,2,3,12,7,0.2000000000,0.5000000000,0.3333333333,0.0833333333,0.1428571429,2018_3245115__event_003,2018_3245104__event_002,2018_3245104__event_002,2018_3245104__event_002,2018_3245115__event_003,-2,-4,-10
tokyo_254908_semantic,254908,semantic,2018_3245120__event_003,True,1,4,3,1,1,1.0000000000,0.2500000000,0.3333333333,1.0000000000,1.0000000000,2018_3245120__event_003,2018_3245120__event_004,2018_3245120__event_004,2018_3245120__event_003,2018_3245120__event_003,0,2,3
tokyo_254908_temporal_spatial,254908,temporal_spatial,2018_3245121__event_001,True,1,1,1,10,2,1.0000000000,1.0000000000,1.0000000000,0.1000000000,0.5000000000,2018_3245121__event_001,2018_3245121__event_001,2018_3245121__event_001,2018_3245115__event_003,2018_3245120__event_002,-1,-1,-9
tokyo_259163_relational_after,259163,relational_after,2018_3271980__event_002,False,13,20,14,17,17,0.0769230769,0.0500000000,0.0714285714,0.0588235294,0.0588235294,2018_3271945__event_003,2018_3271951__event_002,2018_3271951__event_002,2018_3271945__event_002,2018_3271951__event_002,-4,-3,3
tokyo_259163_semantic,259163,semantic,2018_3271983__event_001,True,1,2,1,9,3,1.0000000000,0.5000000000,1.0000000000,0.1111111111,0.3333333333,2018_3271983__event_001,2018_3271983__event_002,2018_3271983__event_001,2018_3271974__event_002,2018_3271983__event_002,-2,-2,-7
tokyo_259163_temporal_spatial,259163,temporal_spatial,2018_3271977__event_002,True,1,1,1,1,1,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,2018_3271977__event_002,2018_3271977__event_002,2018_3271977__event_002,2018_3271977__event_002,2018_3271977__event_002,0,0,0
tokyo_263152_relational_after,263152,relational_after,2018_3295464__event_002,True,2,2,2,5,3,0.5000000000,0.5000000000,0.5000000000,0.2000000000,0.3333333333,2018_3295464__event_001,2018_3295464__event_001,2018_3295464__event_001,2018_3295444__event_002,2018_3295464__event_001,-1,-1,-3
tokyo_263152_semantic,263152,semantic,2018_3295456__event_002,True,1,3,2,1,1,1.0000000000,0.3333333333,0.5000000000,1.0000000000,1.0000000000,2018_3295456__event_002,2018_3295464__event_002,2018_3295464__event_002,2018_3295456__event_002,2018_3295456__event_002,0,1,2
tokyo_263152_temporal_spatial,263152,temporal_spatial,2018_3295464__event_002,True,1,1,1,4,2,1.0000000000,1.0000000000,1.0000000000,0.2500000000,0.5000000000,2018_3295464__event_002,2018_3295464__event_002,2018_3295464__event_002,2018_3295456__event_002,2018_3295456__event_002,-1,-1,-3
tokyo_264627_relational_after,264627,relational_after,2018_3303923__event_002,True,1,1,1,1,1,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,2018_3303923__event_002,2018_3303923__event_002,2018_3303923__event_002,2018_3303923__event_002,2018_3303923__event_002,0,0,0
tokyo_264627_semantic,264627,semantic,2018_3303898__event_002,True,1,1,1,12,1,1.0000000000,1.0000000000,1.0000000000,0.0833333333,1.0000000000,2018_3303898__event_002,2018_3303898__event_002,2018_3303898__event_002,2018_3303916__event_002,2018_3303898__event_002,0,0,-11
tokyo_264627_temporal_spatial,264627,temporal_spatial,2018_3303892__event_002,True,1,1,1,15,4,1.0000000000,1.0000000000,1.0000000000,0.0666666667,0.2500000000,2018_3303892__event_002,2018_3303892__event_002,2018_3303892__event_002,2018_3303916__event_002,2018_3303886__event_002,-3,-3,-14
tokyo_267704_relational_after,267704,relational_after,2018_3322363__event_002,True,1,1,1,1,1,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,2018_3322363__event_002,2018_3322363__event_002,2018_3322363__event_002,2018_3322363__event_002,2018_3322363__event_002,0,0,0
tokyo_267704_semantic,267704,semantic,2018_3322366__event_001,True,1,3,1,37,12,1.0000000000,0.3333333333,1.0000000000,0.0270270270,0.0833333333,2018_3322366__event_001,2018_3322364__event_005,2018_3322366__event_001,2018_3322358__event_002,2018_3322358__event_002,-11,-11,-34
tokyo_267704_temporal_spatial,267704,temporal_spatial,2018_3322359__event_005,True,1,1,1,11,3,1.0000000000,1.0000000000,1.0000000000,0.0909090909,0.3333333333,2018_3322359__event_005,2018_3322359__event_005,2018_3322359__event_005,2018_3322358__event_002,2018_3322366__event_003,-2,-2,-10
tokyo_26786_relational_after,26786,relational_after,2018_543238__event_002,True,1,1,1,82,18,1.0000000000,1.0000000000,1.0000000000,0.0121951220,0.0555555556,2018_543238__event_002,2018_543238__event_002,2018_543238__event_002,2018_543191__event_002,2018_543222__event_002,-17,-17,-81
tokyo_26786_semantic,26786,semantic,2018_543193__event_002,True,1,1,1,2,1,1.0000000000,1.0000000000,1.0000000000,0.5000000000,1.0000000000,2018_543193__event_002,2018_543193__event_002,2018_543193__event_002,2018_543232__event_002,2018_543193__event_002,0,0,-1
tokyo_26786_temporal_spatial,26786,temporal_spatial,2018_543252__event_004,True,1,3,2,2,1,1.0000000000,0.3333333333,0.5000000000,0.5000000000,1.0000000000,2018_543252__event_004,2018_543179__event_003,2018_543179__event_003,2018_543207__event_002,2018_543252__event_004,0,1,1
tokyo_277915_relational_after,277915,relational_after,2018_3383909__event_002,True,1,1,1,6,2,1.0000000000,1.0000000000,1.0000000000,0.1666666667,0.5000000000,2018_3383909__event_002,2018_3383909__event_002,2018_3383909__event_002,2018_3383898__event_002,2018_3383898__event_002,-1,-1,-5
tokyo_277915_semantic,277915,semantic,2018_3383887__event_002,True,2,4,2,1,1,0.5000000000,0.2500000000,0.5000000000,1.0000000000,1.0000000000,2018_3383912__event_002,2018_3383912__event_002,2018_3383912__event_002,2018_3383887__event_002,2018_3383887__event_002,1,1,3
tokyo_277915_temporal_spatial,277915,temporal_spatial,2018_3383902__event_002,True,5,4,5,9,4,0.2000000000,0.2500000000,0.2000000000,0.1111111111,0.2500000000,2018_3383900__event_002,2018_3383900__event_001,2018_3383900__event_002,2018_3383892__event_002,2018_3383892__event_002,1,1,-5
tokyo_280210_relational_after,280210,relational_after,2018_3396831__event_002,True,2,1,2,1,1,0.5000000000,1.0000000000,0.5000000000,1.0000000000,1.0000000000,2018_3396831__event_001,2018_3396831__event_002,2018_3396831__event_001,2018_3396831__event_002,2018_3396831__event_002,1,1,0
tokyo_280210_semantic,280210,semantic,2018_3396792__event_003,True,1,1,1,13,3,1.0000000000,1.0000000000,1.0000000000,0.0769230769,0.3333333333,2018_3396792__event_003,2018_3396792__event_003,2018_3396792__event_003,2018_3396788__event_002,2018_3396792__event_002,-2,-2,-12
tokyo_280210_temporal_spatial,280210,temporal_spatial,2018_3396806__event_001,True,1,2,1,28,7,1.0000000000,0.5000000000,1.0000000000,0.0357142857,0.1428571429,2018_3396806__event_001,2018_3396806__event_002,2018_3396806__event_001,2018_3396806__event_002,2018_3396806__event_002,-6,-6,-26
tokyo_281448_relational_after,281448,relational_after,2018_3403853__event_002,True,2,2,2,1,1,0.5000000000,0.5000000000,0.5000000000,1.0000000000,1.0000000000,2018_3403849__event_001,2018_3403849__event_001,2018_3403849__event_001,2018_3403853__event_002,2018_3403853__event_002,1,1,1
tokyo_281448_semantic,281448,semantic,2018_3403886__event_001,True,1,1,1,28,7,1.0000000000,1.0000000000,1.0000000000,0.0357142857,0.1428571429,2018_3403886__event_001,2018_3403886__event_001,2018_3403886__event_001,2018_3403853__event_002,2018_3403853__event_002,-6,-6,-27
tokyo_281448_temporal_spatial,281448,temporal_spatial,2018_3403886__event_003,False,15,11,9,7,7,0.0666666667,0.0909090909,0.1111111111,0.1428571429,0.1428571429,2018_3403834__event_002,2018_3403834__event_002,2018_3403834__event_002,2018_3403853__event_002,2018_3403834__event_002,8,2,4
tokyo_283450_relational_after,283450,relational_after,2018_3416086__event_002,True,3,2,3,18,6,0.3333333333,0.5000000000,0.3333333333,0.0555555556,0.1666666667,2018_3416120__event_001,2018_3416086__event_001,2018_3416086__event_001,2018_3416120__event_002,2018_3416120__event_002,-3,-3,-16
tokyo_283450_semantic,283450,semantic,2018_3416150__event_002,True,1,1,1,1,1,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,2018_3416150__event_002,2018_3416150__event_002,2018_3416150__event_002,2018_3416150__event_002,2018_3416150__event_002,0,0,0
tokyo_283450_temporal_spatial,283450,temporal_spatial,2018_3416139__event_001,True,1,1,1,12,1,1.0000000000,1.0000000000,1.0000000000,0.0833333333,1.0000000000,2018_3416139__event_001,2018_3416139__event_001,2018_3416139__event_001,2018_3416146__event_002,2018_3416139__event_001,0,0,-11
tokyo_286142_relational_after,286142,relational_after,2018_3433040__event_002,True,1,1,1,2,1,1.0000000000,1.0000000000,1.0000000000,0.5000000000,1.0000000000,2018_3433040__event_002,2018_3433040__event_002,2018_3433040__event_002,2018_3433042__event_002,2018_3433040__event_002,0,0,-1
tokyo_286142_semantic,286142,semantic,2018_3433008__event_001,True,1,1,1,4,2,1.0000000000,1.0000000000,1.0000000000,0.2500000000,0.5000000000,2018_3433008__event_001,2018_3433008__event_001,2018_3433008__event_001,2018_3433042__event_002,2018_3433026__event_001,-1,-1,-3
tokyo_286142_temporal_spatial,286142,temporal_spatial,2018_3433021__event_002,True,1,1,1,2,1,1.0000000000,1.0000000000,1.0000000000,0.5000000000,1.0000000000,2018_3433021__event_002,2018_3433021__event_002,2018_3433021__event_002,2018_3433042__event_002,2018_3433021__event_002,0,0,-1
tokyo_286382_relational_after,286382,relational_after,2018_3434342__event_002,True,2,2,2,3,2,0.5000000000,0.5000000000,0.5000000000,0.3333333333,0.5000000000,2018_3434342__event_001,2018_3434342__event_001,2018_3434342__event_001,2018_3434337__event_002,2018_3434342__event_001,0,0,-1
tokyo_286382_semantic,286382,semantic,2018_3434341__event_001,True,2,1,1,13,7,0.5000000000,1.0000000000,1.0000000000,0.0769230769,0.1428571429,2018_3434330__event_001,2018_3434341__event_001,2018_3434341__event_001,2018_3434337__event_002,2018_3434351__event_001,-5,-6,-12
tokyo_286382_temporal_spatial,286382,temporal_spatial,2018_3434351__event_002,True,1,1,1,4,1,1.0000000000,1.0000000000,1.0000000000,0.2500000000,1.0000000000,2018_3434351__event_002,2018_3434351__event_002,2018_3434351__event_002,2018_3434337__event_002,2018_3434351__event_002,0,0,-3
tokyo_28664_relational_after,28664,relational_after,2018_580044__event_007,True,2,2,2,21,9,0.5000000000,0.5000000000,0.5000000000,0.0476190476,0.1111111111,2018_580044__event_006,2018_580044__event_006,2018_580044__event_006,2018_580044__event_006,2018_580044__event_006,-7,-7,-19
tokyo_28664_semantic,28664,semantic,2018_580023__event_002,True,1,1,1,19,3,1.0000000000,1.0000000000,1.0000000000,0.0526315789,0.3333333333,2018_580023__event_002,2018_580023__event_002,2018_580023__event_002,2018_580047__event_003,2018_580047__event_003,-2,-2,-18
tokyo_28664_temporal_spatial,28664,temporal_spatial,2018_580040__event_002,True,1,1,1,17,2,1.0000000000,1.0000000000,1.0000000000,0.0588235294,0.5000000000,2018_580040__event_002,2018_580040__event_002,2018_580040__event_002,2018_580047__event_003,2018_580047__event_003,-1,-1,-16
tokyo_28697_relational_after,28697,relational_after,2018_580909__event_002,True,3,3,4,1,2,0.3333333333,0.3333333333,0.2500000000,1.0000000000,0.5000000000,2018_580900__event_001,2018_580900__event_002,2018_580900__event_001,2018_580909__event_002,2018_580900__event_001,1,2,2
tokyo_28697_semantic,28697,semantic,2018_580909__event_003,True,1,4,2,27,10,1.0000000000,0.2500000000,0.5000000000,0.0370370370,0.1000000000,2018_580909__event_003,2018_580878__event_002,2018_580878__event_002,2018_580896__event_002,2018_580886__event_003,-9,-8,-23
tokyo_28697_temporal_spatial,28697,temporal_spatial,2018_580905__event_001,True,2,1,1,8,1,0.5000000000,1.0000000000,1.0000000000,0.1250000000,1.0000000000,2018_580873__event_001,2018_580905__event_001,2018_580905__event_001,2018_580896__event_002,2018_580905__event_001,1,0,-7
tokyo_290806_relational_after,290806,relational_after,2018_3462039__event_002,True,1,1,1,5,1,1.0000000000,1.0000000000,1.0000000000,0.2000000000,1.0000000000,2018_3462039__event_002,2018_3462039__event_002,2018_3462039__event_002,2018_3462038__event_003,2018_3462039__event_002,0,0,-4
tokyo_290806_semantic,290806,semantic,2018_3462036__event_002,True,1,1,1,1,1,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,2018_3462036__event_002,2018_3462036__event_002,2018_3462036__event_002,2018_3462036__event_002,2018_3462036__event_002,0,0,0
tokyo_290806_temporal_spatial,290806,temporal_spatial,2018_3462064__event_002,True,1,1,1,9,2,1.0000000000,1.0000000000,1.0000000000,0.1111111111,0.5000000000,2018_3462064__event_002,2018_3462064__event_002,2018_3462064__event_002,2018_3462058__event_003,2018_3462058__event_003,-1,-1,-8
tokyo_29501_relational_after,29501,relational_after,2018_596177__event_004,True,1,1,1,1,1,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,2018_596177__event_004,2018_596177__event_004,2018_596177__event_004,2018_596177__event_004,2018_596177__event_004,0,0,0
tokyo_29501_semantic,29501,semantic,2018_596159__event_001,True,1,1,1,5,1,1.0000000000,1.0000000000,1.0000000000,0.2000000000,1.0000000000,2018_596159__event_001,2018_596159__event_001,2018_596159__event_001,2018_596168__event_002,2018_596159__event_001,0,0,-4
tokyo_29501_temporal_spatial,29501,temporal_spatial,2018_596177__event_003,True,1,1,1,1,1,1.0000000000,1.0000000000,1.0000000000,1.0000000000,1.0000000000,2018_596177__event_003,2018_596177__event_003,2018_596177__event_003,2018_596177__event_003,2018_596177__event_003,0,0,0
tokyo_29757_relational_after,29757,relational_after,2018_601373__event_002,True,1,2,2,4,1,1.0000000000,0.5000000000,0.5000000000,0.2500000000,1.0000000000,2018_601373__event_002,2018_601373__event_001,2018_601373__event_001,2018_601365__event_002,2018_601373__event_002,0,1,-2
tokyo_29757_semantic,29757,semantic,2018_601438__event_002,True,2,1,2,33,15,0.5000000000,1.0000000000,0.5000000000,0.0303030303,0.0666666667,2018_601373__event_001,2018_601438__event_002,2018_601373__event_001,2018_601369__event_002,2018_601379__event_002,-13,-13,-32
tokyo_29757_temporal_spatial,29757,temporal_spatial,2018_601440__event_002,True,2,2,2,5,2,0.5000000000,0.5000000000,0.5000000000,0.2000000000,0.5000000000,2018_601430__event_002,2018_601430__event_002,2018_601430__event_002,2018_601369__event_002,2018_601430__event_002,0,0,-3
tokyo_29764_relational_after,29764,relational_after,2018_601478__event_003,True,1,2,2,7,2,1.0000000000,0.5000000000,0.5000000000,0.1428571429,0.5000000000,2018_601478__event_003,2018_601478__event_002,2018_601478__event_002,2018_601478__event_002,2018_601478__event_002,-1,0,-5
tokyo_29764_semantic,29764,semantic,2018_601479__event_002,True,1,2,1,1,1,1.0000000000,0.5000000000,1.0000000000,1.0000000000,1.0000000000,2018_601479__event_002,2018_601634__event_002,2018_601479__event_002,2018_601479__event_002,2018_601479__event_002,0,0,1
tokyo_29764_temporal_spatial,29764,temporal_spatial,2018_601542__event_002,True,2,3,2,7,1,0.5000000000,0.3333333333,0.5000000000,0.1428571429,1.0000000000,2018_601634__event_002,2018_601634__event_002,2018_601634__event_002,2018_601633__event_002,2018_601542__event_002,1,1,-4
tokyo_31204_relational_after,31204,relational_after,2018_631691__event_002,True,2,2,2,2,2,0.5000000000,0.5000000000,0.5000000000,0.5000000000,0.5000000000,2018_631691__event_001,2018_631691__event_001,2018_631691__event_001,2018_631703__event_002,2018_631691__event_001,0,0,0
tokyo_31204_semantic,31204,semantic,2018_631703__event_002,True,1,3,2,1,1,1.0000000000,0.3333333333,0.5000000000,1.0000000000,1.0000000000,2018_631703__event_002,2018_631604__event_001,2018_631604__event_001,2018_631703__event_002,2018_631703__event_002,0,1,2
tokyo_31204_temporal_spatial,31204,temporal_spatial,2018_631604__event_001,True,1,1,1,2,1,1.0000000000,1.0000000000,1.0000000000,0.5000000000,1.0000000000,2018_631604__event_001,2018_631604__event_001,2018_631604__event_001,2018_631703__event_002,2018_631604__event_001,0,0,-1
tokyo_32545_relational_after,32545,relational_after,2018_661962__event_003,True,3,3,3,21,4,0.3333333333,0.3333333333,0.3333333333,0.0476190476,0.2500000000,2018_661962__event_002,2018_661962__event_002,2018_661962__event_002,2018_661962__event_002,2018_661962__event_002,-1,-1,-18
tokyo_32545_semantic,32545,semantic,2018_661998__event_003,True,1,3,2,72,19,1.0000000000,0.3333333333,0.5000000000,0.0138888889,0.0526315789,2018_661998__event_003,2018_661980__event_002,2018_661980__event_002,2018_661950__event_002,2018_661950__event_003,-18,-17,-69
